NUMBER; DRIVER_NUMBER; LAP_NUMBER; LAP_TIME; LAP_IMPROVEMENT; CROSSING_FINISH_LINE_IN_PIT; S1; S1_IMPROVEMENT; S2; S2_IMPROVEMENT; S3; S3_IMPROVEMENT; KPH; ELAPSED; HOUR;S1_LARGE;S2_LARGE;S3_LARGE;TOP_SPEED;DRIVER_NAME;PIT_TIME;CLASS;GROUP;TEAM;MANUFACTURER;FLAG_AT_FL;S1_SECONDS;S2_SECONDS;S3_SECONDS;IM1a_time;IM1a_elapsed;IM1_time;IM1_elapsed;IM2a_time;IM2a_elapsed;IM2_time;IM2_elapsed;IM3a_time;IM3a_elapsed;FL_time;FL_elapsed;
13;1;3;2:27.091;2;;32.318;0;56.521;0;58.252;2;133.9;7:33.069;09:02:33.069;0:32.318;0:56.521;0:58.252;206.1;Westin Workman;;Am;;BSI Racing;Toyota Gazoo Racing;GF;32.318;56.521;58.252;20.050;20.050;12.268;32.318;21.825;54.143;34.696;1:28.839;27.969;1:56.808;30.283;2:27.091;
13;1;4;2:29.150;0;;32.133;3;56.749;0;1:00.268;0;132.1;10:02.219;09:05:02.219;0:32.133;0:56.749;1:00.268;208.5;Westin Workman;;Am;;BSI Racing;Toyota Gazoo Racing;GF;32.133;56.749;60.268;19.937;19.937;12.196;32.133;22.088;54.221;34.661;1:28.882;29.804;1:58.686;30.464;2:29.150;
13;1;5;2:27.485;0;;32.388;0;56.414;2;58.683;0;133.6;12:29.704;09:07:29.704;0:32.388;0:56.414;0:58.683;206.9;Westin Workman;;Am;;BSI Racing;Toyota Gazoo Racing;GF;32.388;56.414;58.683;20.236;20.236;12.152;32.388;21.827;54.215;34.587;1:28.802;28.220;1:57.022;30.463;2:27.485;
13;1;6;2:36.990;0;B;32.383;0;58.715;0;1:05.892;0;125.5;15:06.694;09:10:06.694;0:32.383;0:58.715;1:05.892;204.5;Westin Workman;;Am;;BSI Racing;Toyota Gazoo Racing;FF;32.383;58.715;65.892;20.120;20.120;12.263;32.383;23.861;56.244;34.854;1:31.098;29.796;2:00.894;36.096;2:36.990;
14;1;1;3:18.231;0;;1:10.589;0;1:04.144;0;1:03.498;0;99.4;3:18.231;08:58:18.231;1:10.589;1:04.144;1:03.498;188.8;Alex Garcia;0:00:38.099;Am;;Skip Barber Racing;Toyota Gazoo Racing;GF;70.589;64.144;63.498;55.618;55.618;14.971;1:10.589;25.491;1:36.080;38.653;2:14.733;30.498;2:45.231;33.000;3:18.231;
14;1;2;2:29.196;0;;32.628;0;57.312;2;59.256;0;132.0;5:47.427;09:00:47.427;0:32.628;0:57.312;0:59.256;204.5;Alex Garcia;;Am;;Skip Barber Racing;Toyota Gazoo Racing;GF;32.628;57.312;59.256;20.266;20.266;12.362;32.628;22.108;54.736;35.204;1:29.940;28.704;1:58.644;30.552;2:29.196;
14;1;3;2:29.642;0;;32.751;0;57.764;0;59.127;2;131.6;8:17.069;09:03:17.069;0:32.751;0:57.764;0:59.127;203.8;Alex Garcia;;Am;;Skip Barber Racing;Toyota Gazoo Racing;GF;32.751;57.764;59.127;20.345;20.345;12.406;32.751;22.517;55.268;35.247;1:30.515;28.680;1:59.195;30.447;2:29.642;
14;1;4;2:44.120;0;B;32.884;0;1:02.369;0;1:08.867;0;120.0;11:01.189;09:06:01.189;0:32.884;1:02.369;1:08.867;186.9;Alex Garcia;;Am;;Skip Barber Racing;Toyota Gazoo Racing;GF;32.884;62.369;68.867;20.295;20.295;12.589;32.884;23.806;56.690;38.563;1:35.253;30.014;2:05.267;38.853;2:44.120;
14;1;5;3:06.060;0;;1:02.015;0;1:00.819;0;1:03.226;0;105.9;14:07.249;09:09:07.249;1:02.015;1:00.819;1:03.226;142.5;Alex Garcia;0:00:37.607;Am;;Skip Barber Racing;Toyota Gazoo Racing;GF;62.015;60.819;63.226;46.435;46.435;15.580;1:02.015;23.008;1:25.023;37.811;2:02.834;32.211;2:35.045;31.015;3:06.060;
14;1;6;2:29.567;2;;32.581;2;57.631;0;59.355;0;131.7;16:36.816;09:11:36.816;0:32.581;0:57.631;0:59.355;205.3;Alex Garcia;;Am;;Skip Barber Racing;Toyota Gazoo Racing;FF;32.581;57.631;59.355;20.205;20.205;12.376;32.581;22.376;54.957;35.255;1:30.212;28.735;1:58.947;30.620;2:29.567;
15;1;1;2:42.146;0;;43.239;0;58.905;0;1:00.002;0;121.5;2:42.146;08:57:42.146;0:43.239;0:58.905;1:00.002;204.5;Brett Kowalski;0:00:14.365;Am;;TechSport;Toyota Gazoo Racing;GF;43.239;58.905;60.002;30.292;30.292;12.947;43.239;23.439;1:06.678;35.466;1:42.144;29.237;2:11.381;30.765;2:42.146;
15;1;2;2:31.386;0;;32.454;2;58.238;0;1:00.694;0;130.1;5:13.532;09:00:13.532;0:32.454;0:58.238;1:00.694;189.5;Brett Kowalski;;Am;;TechSport;Toyota Gazoo Racing;GF;32.454;58.238;60.694;20.196;20.196;12.258;32.454;22.589;55.043;35.649;1:30.692;29.229;1:59.921;31.465;2:31.386;
15;1;3;2:29.961;0;;32.523;0;57.960;0;59.478;2;131.4;7:43.493;09:02:43.493;0:32.523;0:57.960;0:59.478;207.7;Brett Kowalski;;Am;;TechSport;Toyota Gazoo Racing;GF;32.523;57.960;59.478;20.186;20.186;12.337;32.523;22.841;55.364;35.119;1:30.483;28.623;1:59.106;30.855;2:29.961;
15;1;4;2:32.094;0;;32.456;0;57.432;0;1:02.206;0;129.5;10:15.587;09:05:15.587;0:32.456;0:57.432;1:02.206;204.5;Brett Kowalski;;Am;;TechSport;Toyota Gazoo Racing;GF;32.456;57.432;62.206;20.153;20.153;12.303;32.456;22.376;54.832;35.056;1:29.888;29.278;1:59.166;32.928;2:32.094;
15;1;5;2:29.948;0;;32.607;0;57.352;0;59.989;0;131.4;12:45.535;09:07:45.535;0:32.607;0:57.352;0:59.989;210.1;Brett Kowalski;;Am;;TechSport;Toyota Gazoo Racing;GF;32.607;57.352;59.989;20.316;20.316;12.291;32.607;22.484;55.091;34.868;1:29.959;28.762;1:58.721;31.227;2:29.948;
15;1;6;2:29.725;2;;32.630;0;57.190;2;59.905;0;131.6;15:15.260;09:10:15.260;0:32.630;0:57.190;0:59.905;206.1;Brett Kowalski;;Am;;TechSport;Toyota Gazoo Racing;FF;32.630;57.190;59.905;20.378;20.378;12.252;32.630;22.308;54.938;34.882;1:29.820;28.630;1:58.450;31.275;2:29.725;
16;1;1;3:51.845;0;;1:40.634;0;1:11.007;0;1:00.204;0;85.0;3:51.845;08:58:51.845;1:40.634;1:11.007;1:00.204;172.0;John Dean;0:01:05.942;Am;Legends;Copeland Motorsports;Toyota Gazoo Racing;GF;100.634;71.007;60.204;1:22.207;1:22.207;18.427;1:40.634;27.353;2:07.987;43.654;2:51.641;29.629;3:21.270;30.575;3:51.845;
16;1;2;2:27.375;0;;32.185;2;56.624;0;58.566;0;133.7;6:19.220;09:01:19.220;0:32.185;0:56.624;0:58.566;206.9;John Dean;;Am;Legends;Copeland Motorsports;Toyota Gazoo Racing;GF;32.185;56.624;58.566;19.966;19.966;12.219;32.185;21.860;54.045;34.764;1:28.809;28.233;1:57.042;30.333;2:27.375;
16;1;3;2:29.141;0;;32.250;0;57.030;0;59.861;0;132.1;8:48.361;09:03:48.361;0:32.250;0:57.030;0:59.861;208.5;John Dean;;Am;Legends;Copeland Motorsports;Toyota Gazoo Racing;GF;32.250;57.030;59.861;20.039;20.039;12.211;32.250;21.707;53.957;35.323;1:29.280;28.605;1:57.885;31.256;2:29.141;
16;1;4;2:27.677;0;;32.300;0;56.677;0;58.700;0;133.4;11:16.038;09:06:16.038;0:32.300;0:56.677;0:58.700;205.3;John Dean;;Am;Legends;Copeland Motorsports;Toyota Gazoo Racing;GF;32.300;56.677;58.700;20.006;20.006;12.294;32.300;21.758;54.058;34.919;1:28.977;28.369;1:57.346;30.331;2:27.677;
16;1;5;2:27.363;2;;32.282;0;56.532;2;58.549;2;133.7;13:43.401;09:08:43.401;0:32.282;0:56.532;0:58.549;208.5;John Dean;;Am;Legends;Copeland Motorsports;Toyota Gazoo Racing;GF;32.282;56.532;58.549;20.067;20.067;12.215;32.282;21.800;54.082;34.732;1:28.814;28.210;1:57.024;30.339;2:27.363;
16;1;6;2:43.767;0;B;32.515;0;58.571;0;1:12.681;0;120.3;16:27.168;09:11:27.168;0:32.515;0:58.571;1:12.681;162.7;John Dean;;Am;Legends;Copeland Motorsports;Toyota Gazoo Racing;FF;32.515;58.571;72.681;20.201;20.201;12.314;32.515;21.934;54.449;36.637;1:31.086;32.707;2:03.793;39.974;2:43.767;
18;1;1;3:33.755;0;;1:15.107;0;1:09.459;0;1:09.189;0;92.2;3:33.755;08:58:33.755;1:15.107;1:09.459;1:09.189;160.2;Rutledge Wood;0:00:39.657;Am;Legends;Precision Racing LA;Toyota Gazoo Racing;GF;75.107;69.459;69.189;58.193;58.193;16.914;1:15.107;28.522;1:43.629;40.937;2:24.566;33.347;2:57.913;35.842;3:33.755;
18;1;2;2:38.546;0;;35.502;0;1:01.325;0;1:01.719;0;124.2;6:12.301;09:01:12.301;0:35.502;1:01.325;1:01.719;199.3;Rutledge Wood;;Am;Legends;Precision Racing LA;Toyota Gazoo Racing;GF;35.502;61.325;61.719;21.266;21.266;14.236;35.502;25.265;1:00.767;36.060;1:36.827;29.882;2:06.709;31.837;2:38.546;
18;1;3;2:35.838;0;;33.558;0;1:00.775;0;1:01.505;0;126.4;8:48.139;09:03:48.139;0:33.558;1:00.775;1:01.505;197.8;Rutledge Wood;;Am;Legends;Precision Racing LA;Toyota Gazoo Racing;GF;33.558;60.775;61.505;20.947;20.947;12.611;33.558;23.803;57.361;36.972;1:34.333;29.573;2:03.906;31.932;2:35.838;
18;1;4;2:32.583;2;;33.068;0;58.559;2;1:00.956;0;129.1;11:20.722;09:06:20.722;0:33.068;0:58.559;1:00.956;201.5;Rutledge Wood;;Am;Legends;Precision Racing LA;Toyota Gazoo Racing;GF;33.068;58.559;60.956;20.613;20.613;12.455;33.068;23.063;56.131;35.496;1:31.627;29.370;2:00.997;31.586;2:32.583;
18;1;5;2:33.071;0;;33.095;0;59.292;0;1:00.684;2;128.7;13:53.793;09:08:53.793;0:33.095;0:59.292;1:00.684;197.1;Rutledge Wood;;Am;Legends;Precision Racing LA;Toyota Gazoo Racing;GF;33.095;59.292;60.684;20.434;20.434;12.661;33.095;23.226;56.321;36.066;1:32.387;29.148;2:01.535;31.536;2:33.071;
18;1;6;3:05.199;0;B;32.919;2;1:19.097;0;1:13.183;0;106.4;16:58.992;09:11:58.992;0:32.919;1:19.097;1:13.183;197.1;Rutledge Wood;;Am;Legends;Precision Racing LA;Toyota Gazoo Racing;FF;32.919;79.097;73.183;20.420;20.420;12.499;32.919;42.579;1:15.498;36.518;1:52.016;30.720;2:22.736;42.463;3:05.199;
2;1;1;2:36.055;0;;37.650;0;59.069;0;59.336;0;126.2;2:36.055;08:57:36.055;0:37.650;0:59.069;0:59.336;192.9;Will Robusto;0:00:07.714;Am;;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;GF;37.650;59.069;59.336;24.274;24.274;13.376;37.650;23.227;1:00.877;35.842;1:36.719;28.757;2:05.476;30.579;2:36.055;
2;1;2;2:28.771;0;;32.598;0;57.096;0;59.077;0;132.4;5:04.826;09:00:04.826;0:32.598;0:57.096;0:59.077;190.8;Will Robusto;;Am;;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;GF;32.598;57.096;59.077;20.202;20.202;12.396;32.598;21.960;54.558;35.136;1:29.694;28.588;1:58.282;30.489;2:28.771;
2;1;3;2:27.420;0;;32.431;0;56.403;0;58.586;0;133.6;7:32.246;09:02:32.246;0:32.431;0:56.403;0:58.586;204.5;Will Robusto;;Am;;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;GF;32.431;56.403;58.586;20.093;20.093;12.338;32.431;21.754;54.185;34.649;1:28.834;28.198;1:57.032;30.388;2:27.420;
2;1;4;2:28.500;0;;32.354;0;56.639;0;59.507;0;132.6;10:00.746;09:05:00.746;0:32.354;0:56.639;0:59.507;202.2;Will Robusto;;Am;;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;GF;32.354;56.639;59.507;20.069;20.069;12.285;32.354;21.702;54.056;34.937;1:28.993;29.171;1:58.164;30.336;2:28.500;
2;1;5;2:27.023;2;;32.193;2;56.451;0;58.379;2;134.0;12:27.769;09:07:27.769;0:32.193;0:56.451;0:58.379;205.3;Will Robusto;;Am;;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;GF;32.193;56.451;58.379;19.952;19.952;12.241;32.193;21.824;54.017;34.627;1:28.644;28.063;1:56.707;30.316;2:27.023;
2;1;6;2:28.686;0;;32.390;0;57.213;0;59.083;0;132.5;14:56.455;09:09:56.455;0:32.390;0:57.213;0:59.083;178.2;Will Robusto;;Am;;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;GF;32.390;57.213;59.083;20.109;20.109;12.281;32.390;21.603;53.993;35.610;1:29.603;28.577;1:58.180;30.506;2:28.686;
2;1;7;2:27.098;0;;32.221;0;56.294;2;58.583;0;133.9;17:23.553;09:12:23.553;0:32.221;0:56.294;0:58.583;206.9;Will Robusto;;Am;;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;FF;32.221;56.294;58.583;20.062;20.062;12.159;32.221;21.652;53.873;34.642;1:28.515;28.173;1:56.688;30.410;2:27.098;
21;1;1;3:54.174;0;;1:42.606;0;1:10.451;0;1:01.117;0;84.1;3:54.174;08:58:54.174;1:42.606;1:10.451;1:01.117;158.4;Ford Koch;0:01:08.788;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;102.606;70.451;61.117;1:25.105;1:25.105;17.501;1:42.606;27.223;2:09.829;43.228;2:53.057;30.077;3:23.134;31.040;3:54.174;
21;1;2;2:27.647;2;;32.404;0;56.531;2;58.712;2;133.4;6:21.821;09:01:21.821;0:32.404;0:56.531;0:58.712;206.1;Ford Koch;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;32.404;56.531;58.712;20.076;20.076;12.328;32.404;21.804;54.208;34.727;1:28.935;28.319;1:57.254;30.393;2:27.647;
21;1;3;2:28.982;0;;32.337;2;56.770;0;59.875;0;132.2;8:50.803;09:03:50.803;0:32.337;0:56.770;0:59.875;206.1;Ford Koch;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;32.337;56.770;59.875;20.090;20.090;12.247;32.337;21.888;54.225;34.882;1:29.107;28.542;1:57.649;31.333;2:28.982;
21;1;4;2:29.616;0;;32.695;0;57.218;0;59.703;0;131.7;11:20.419;09:06:20.419;0:32.695;0:57.218;0:59.703;205.3;Ford Koch;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;32.695;57.218;59.703;20.338;20.338;12.357;32.695;21.986;54.681;35.232;1:29.913;28.978;1:58.891;30.725;2:29.616;
21;1;5;2:30.157;0;;32.627;0;57.422;0;1:00.108;0;131.2;13:50.576;09:08:50.576;0:32.627;0:57.422;1:00.108;188.8;Ford Koch;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;32.627;57.422;60.108;20.251;20.251;12.376;32.627;22.059;54.686;35.363;1:30.049;29.324;1:59.373;30.784;2:30.157;
21;1;6;2:29.309;0;;32.450;0;56.986;0;59.873;0;131.9;16:19.885;09:11:19.885;0:32.450;0:56.986;0:59.873;203.8;Ford Koch;;Am;;Copeland Motorsports;Toyota Gazoo Racing;FF;32.450;56.986;59.873;20.149;20.149;12.301;32.450;22.002;54.452;34.984;1:29.436;28.379;1:57.815;31.494;2:29.309;
3;1;1;2:51.274;0;;48.791;0;1:01.637;0;1:00.846;0;115.0;2:51.274;08:57:51.274;0:48.791;1:01.637;1:00.846;183.1;Jason Kos;0:00:18.935;Am;Legends ;Eagles Canyon Racing Powered by Fast Track;Toyota Gazoo Racing;GF;48.791;61.637;60.846;35.323;35.323;13.468;48.791;23.880;1:12.671;37.757;1:50.428;29.633;2:20.061;31.213;2:51.274;
3;1;2;2:29.845;0;;33.003;0;57.494;0;59.348;2;131.5;5:21.119;09:00:21.119;0:33.003;0:57.494;0:59.348;204.5;Jason Kos;;Am;Legends ;Eagles Canyon Racing Powered by Fast Track;Toyota Gazoo Racing;GF;33.003;57.494;59.348;20.679;20.679;12.324;33.003;22.310;55.313;35.184;1:30.497;28.537;1:59.034;30.811;2:29.845;
3;1;3;2:29.682;0;;32.678;0;57.504;0;59.500;0;131.6;7:50.801;09:02:50.801;0:32.678;0:57.504;0:59.500;205.3;Jason Kos;;Am;Legends ;Eagles Canyon Racing Powered by Fast Track;Toyota Gazoo Racing;GF;32.678;57.504;59.500;20.353;20.353;12.325;32.678;22.250;54.928;35.254;1:30.182;28.939;1:59.121;30.561;2:29.682;
3;1;4;2:29.716;0;;32.558;2;57.410;0;59.748;0;131.6;10:20.517;09:05:20.517;0:32.558;0:57.410;0:59.748;203.0;Jason Kos;;Am;Legends ;Eagles Canyon Racing Powered by Fast Track;Toyota Gazoo Racing;GF;32.558;57.410;59.748;20.330;20.330;12.228;32.558;22.192;54.750;35.218;1:29.968;29.132;1:59.100;30.616;2:29.716;
3;1;5;2:29.586;2;;32.807;0;57.138;2;59.641;0;131.7;12:50.103;09:07:50.103;0:32.807;0:57.138;0:59.641;204.5;Jason Kos;;Am;Legends ;Eagles Canyon Racing Powered by Fast Track;Toyota Gazoo Racing;GF;32.807;57.138;59.641;20.370;20.370;12.437;32.807;22.040;54.847;35.098;1:29.945;28.892;1:58.837;30.749;2:29.586;
3;1;6;2:31.897;0;;32.650;0;57.762;0;1:01.485;0;129.7;15:22.000;09:10:22.000;0:32.650;0:57.762;1:01.485;205.3;Jason Kos;;Am;Legends ;Eagles Canyon Racing Powered by Fast Track;Toyota Gazoo Racing;FF;32.650;57.762;61.485;20.377;20.377;12.273;32.650;22.497;55.147;35.265;1:30.412;30.186;2:00.598;31.299;2:31.897;
31;1;1;3:55.163;0;;1:43.458;0;1:09.990;0;1:01.715;0;83.8;3:55.163;08:58:55.163;1:43.458;1:09.990;1:01.715;153.4;Jackson Tovo;0:01:09.922;Am;;Nitro Motorsports;Toyota Gazoo Racing;GF;103.458;69.990;61.715;1:26.196;1:26.196;17.262;1:43.458;26.644;2:10.102;43.346;2:53.448;30.252;3:23.700;31.463;3:55.163;
31;1;2;2:28.128;2;;32.494;0;56.887;0;58.747;2;133.0;6:23.291;09:01:23.291;0:32.494;0:56.887;0:58.747;205.3;Jackson Tovo;;Am;;Nitro Motorsports;Toyota Gazoo Racing;GF;32.494;56.887;58.747;20.071;20.071;12.423;32.494;21.891;54.385;34.996;1:29.381;28.310;1:57.691;30.437;2:28.128;
31;1;3;2:29.791;0;;32.525;0;56.811;0;1:00.455;0;131.5;8:53.082;09:03:53.082;0:32.525;0:56.811;1:00.455;210.1;Jackson Tovo;;Am;;Nitro Motorsports;Toyota Gazoo Racing;GF;32.525;56.811;60.455;20.163;20.163;12.362;32.525;21.874;54.399;34.937;1:29.336;28.523;1:57.859;31.932;2:29.791;
31;1;4;2:29.541;0;;32.559;0;57.894;0;59.088;0;131.7;11:22.623;09:06:22.623;0:32.559;0:57.894;0:59.088;204.5;Jackson Tovo;;Am;;Nitro Motorsports;Toyota Gazoo Racing;GF;32.559;57.894;59.088;20.207;20.207;12.352;32.559;22.489;55.048;35.405;1:30.453;28.636;1:59.089;30.452;2:29.541;
