NUMBER; DRIVER_NUMBER; LAP_NUMBER; LAP_TIME; LAP_IMPROVEMENT; CROSSING_FINISH_LINE_IN_PIT; S1; S1_IMPROVEMENT; S2; S2_IMPROVEMENT; S3; S3_IMPROVEMENT; KPH; ELAPSED; HOUR;S1_LARGE;S2_LARGE;S3_LARGE;TOP_SPEED;DRIVER_NAME;PIT_TIME;CLASS;GROUP;TEAM;MANUFACTURER;FLAG_AT_FL;S1_SECONDS;S2_SECONDS;S3_SECONDS;IM1a_time;IM1a_elapsed;IM1_time;IM1_elapsed;IM2a_time;IM2a_elapsed;IM2_time;IM2_elapsed;IM3a_time;IM3a_elapsed;FL_time;FL_elapsed;
11;1;6;10:27.266;0;;8:36.774;0;58.728;2;51.764;0;37.4;24:25.451;14:59:25.451;8:36.774;0:58.728;0:51.764;210.1;Farran Davis;0:08:15.891;Am;Legends;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;GF;516.774;58.728;51.764;8:10.512;8:10.512;26.262;8:36.774;28.883;9:05.657;29.845;9:35.502;27.510;10:03.012;24.254;10:27.266;
11;1;7;2:35.977;2;;45.067;0;59.372;0;51.538;2;150.4;27:01.428;15:02:01.428;0:45.067;0:59.372;0:51.538;210.1;Farran Davis;;Am;Legends;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;GF;45.067;59.372;51.538;19.024;19.024;26.043;45.067;29.333;1:14.400;30.039;1:44.439;27.460;2:11.899;24.078;2:35.977;
11;1;8;2:37.538;0;;44.855;2;1:00.933;0;51.750;0;148.9;29:38.966;15:04:38.966;0:44.855;1:00.933;0:51.750;211.4;Farran Davis;;Am;Legends;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;GF;44.855;60.933;51.750;18.986;18.986;25.869;44.855;30.160;1:15.015;30.773;1:45.788;27.511;2:13.299;24.239;2:37.538;
11;1;9;2:36.944;0;;45.783;0;59.310;0;51.851;0;149.4;32:15.910;15:07:15.910;0:45.783;0:59.310;0:51.851;209.3;Farran Davis;;Am;Legends;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;FF;45.783;59.310;51.851;19.386;19.386;26.397;45.783;29.246;1:15.029;30.064;1:45.093;27.628;2:12.721;24.223;2:36.944;
113;1;1;2:59.047;0;;1:06.821;0;1:00.763;0;51.463;0;131.0;2:59.047;14:37:59.047;1:06.821;1:00.763;0:51.463;218.2;Ethan Tovo;0:00:23.952;Am;;Nitro Motorsports;Toyota Gazoo Racing;GF;66.821;60.763;51.463;40.777;40.777;26.044;1:06.821;30.749;1:37.570;30.014;2:07.584;27.038;2:34.622;24.425;2:59.047;
113;1;2;2:36.714;0;;46.291;0;58.781;0;51.642;0;149.7;5:35.761;14:40:35.761;0:46.291;0:58.781;0:51.642;212.2;Ethan Tovo;;Am;;Nitro Motorsports;Toyota Gazoo Racing;GF;46.291;58.781;51.642;18.743;18.743;27.548;46.291;28.998;1:15.289;29.783;1:45.072;27.520;2:12.592;24.122;2:36.714;
113;1;3;2:34.968;0;;44.931;0;58.935;0;51.102;0;151.3;8:10.729;14:43:10.729;0:44.931;0:58.935;0:51.102;215.1;Ethan Tovo;;Am;;Nitro Motorsports;Toyota Gazoo Racing;GF;44.931;58.935;51.102;18.989;18.989;25.942;44.931;29.124;1:14.055;29.811;1:43.866;26.887;2:10.753;24.215;2:34.968;
113;1;4;2:33.676;0;;44.480;0;58.445;0;50.751;0;152.6;10:44.405;14:45:44.405;0:44.480;0:58.445;0:50.751;211.4;Ethan Tovo;;Am;;Nitro Motorsports;Toyota Gazoo Racing;GF;44.480;58.445;50.751;18.716;18.716;25.764;44.480;28.545;1:13.025;29.900;1:42.925;26.931;2:09.856;23.820;2:33.676;
113;1;5;3:04.023;0;B;44.424;0;58.298;0;1:21.301;0;127.4;13:48.428;14:48:48.428;0:44.424;0:58.298;1:21.301;;Ethan Tovo;;Am;;Nitro Motorsports;Toyota Gazoo Racing;RF;44.424;58.298;81.301;18.522;18.522;25.902;44.424;28.524;1:12.948;29.774;1:42.722;29.009;2:11.731;52.292;3:04.023;
113;1;6;10:34.496;0;;8:45.394;0;58.529;0;50.573;2;37.0;24:22.924;14:59:22.924;8:45.394;0:58.529;0:50.573;214.3;Ethan Tovo;0:08:28.804;Am;;Nitro Motorsports;Toyota Gazoo Racing;GF;525.394;58.529;50.573;8:19.338;8:19.338;26.056;8:45.394;28.777;9:14.171;29.752;9:43.923;26.867;10:10.790;23.706;10:34.496;
113;1;7;2:36.218;0;;44.622;0;1:00.037;0;51.559;0;150.1;26:59.142;15:01:59.142;0:44.622;1:00.037;0:51.559;217.3;Ethan Tovo;;Am;;Nitro Motorsports;Toyota Gazoo Racing;GF;44.622;60.037;51.559;18.706;18.706;25.916;44.622;29.362;1:13.984;30.675;1:44.659;27.485;2:12.144;24.074;2:36.218;
113;1;8;2:34.581;0;;44.666;0;58.305;0;51.610;0;151.7;29:33.723;15:04:33.723;0:44.666;0:58.305;0:51.610;208.1;Ethan Tovo;;Am;;Nitro Motorsports;Toyota Gazoo Racing;GF;44.666;58.305;51.610;18.847;18.847;25.819;44.666;28.597;1:13.263;29.708;1:42.971;27.614;2:10.585;23.996;2:34.581;
113;1;9;2:33.142;2;;44.306;2;58.095;2;50.741;0;153.1;32:06.865;15:07:06.865;0:44.306;0:58.095;0:50.741;217.3;Ethan Tovo;;Am;;Nitro Motorsports;Toyota Gazoo Racing;FF;44.306;58.095;50.741;18.639;18.639;25.667;44.306;28.380;1:12.686;29.715;1:42.401;26.890;2:09.291;23.851;2:33.142;
12;1;1;3:00.025;0;;1:02.873;0;1:01.522;0;55.630;0;130.3;3:00.025;14:38:00.025;1:02.873;1:01.522;0:55.630;211.4;John Lennon;0:00:11.747;Am;Legends;BSI Racing;Toyota Gazoo Racing;GF;62.873;61.522;55.630;32.995;32.995;29.878;1:02.873;31.058;1:33.931;30.464;2:04.395;29.727;2:34.122;25.903;3:00.025;
12;1;2;2:38.181;0;;45.838;0;1:00.313;0;52.030;2;148.3;5:38.206;14:40:38.206;0:45.838;1:00.313;0:52.030;210.1;John Lennon;;Am;Legends;BSI Racing;Toyota Gazoo Racing;GF;45.838;60.313;52.030;19.591;19.591;26.247;45.838;29.982;1:15.820;30.331;1:46.151;27.558;2:13.709;24.472;2:38.181;
12;1;3;2:40.172;0;;45.910;0;1:01.175;0;53.087;0;146.4;8:18.378;14:43:18.378;0:45.910;1:01.175;0:53.087;207.3;John Lennon;;Am;Legends;BSI Racing;Toyota Gazoo Racing;GF;45.910;61.175;53.087;19.539;19.539;26.371;45.910;31.207;1:17.117;29.968;1:47.085;28.371;2:15.456;24.716;2:40.172;
12;1;4;2:39.327;0;;46.714;0;1:00.151;0;52.462;0;147.2;10:57.705;14:45:57.705;0:46.714;1:00.151;0:52.462;206.1;John Lennon;;Am;Legends;BSI Racing;Toyota Gazoo Racing;GF;46.714;60.151;52.462;19.401;19.401;27.313;46.714;29.767;1:16.481;30.384;1:46.865;27.716;2:14.581;24.746;2:39.327;
12;1;5;3:10.307;0;B;45.984;0;1:00.092;0;1:24.231;0;123.2;14:08.012;14:49:08.012;0:45.984;1:00.092;1:24.231;;John Lennon;;Am;Legends;BSI Racing;Toyota Gazoo Racing;RF;45.984;60.092;84.231;19.435;19.435;26.549;45.984;29.688;1:15.672;30.404;1:46.076;29.955;2:16.031;54.276;3:10.307;
12;1;6;10:11.277;0;;8:14.913;0;1:02.472;0;53.892;0;38.4;24:19.289;14:59:19.289;8:14.913;1:02.472;0:53.892;202.2;John Lennon;0:07:54.184;Am;Legends;BSI Racing;Toyota Gazoo Racing;GF;494.913;62.472;53.892;7:47.808;7:47.808;27.105;8:14.913;31.027;8:45.940;31.445;9:17.385;29.072;9:46.457;24.820;10:11.277;
12;1;7;2:40.591;0;;46.238;0;1:01.731;0;52.622;0;146.0;26:59.880;15:01:59.880;0:46.238;1:01.731;0:52.622;210.1;John Lennon;;Am;Legends;BSI Racing;Toyota Gazoo Racing;GF;46.238;61.731;52.622;19.669;19.669;26.569;46.238;31.163;1:17.401;30.568;1:47.969;28.291;2:16.260;24.331;2:40.591;
12;1;8;2:37.943;2;;45.457;2;59.953;0;52.533;0;148.5;29:37.823;15:04:37.823;0:45.457;0:59.953;0:52.533;208.1;John Lennon;;Am;Legends;BSI Racing;Toyota Gazoo Racing;GF;45.457;59.953;52.533;19.402;19.402;26.055;45.457;29.904;1:15.361;30.049;1:45.410;27.779;2:13.189;24.754;2:37.943;
12;1;9;2:39.000;0;;47.247;0;59.365;2;52.388;0;147.5;32:16.823;15:07:16.823;0:47.247;0:59.365;0:52.388;210.1;John Lennon;;Am;Legends;BSI Racing;Toyota Gazoo Racing;FF;47.247;59.365;52.388;20.532;20.532;26.715;47.247;29.263;1:16.510;30.102;1:46.612;27.766;2:14.378;24.622;2:39.000;
13;1;1;2:51.581;0;;1:01.533;0;59.007;0;51.041;0;136.7;2:51.581;14:37:51.581;1:01.533;0:59.007;0:51.041;219.1;Westin Workman;0:00:15.466;Am;;BSI Racing;Toyota Gazoo Racing;GF;61.533;59.007;51.041;33.747;33.747;27.786;1:01.533;29.040;1:30.573;29.967;2:00.540;27.094;2:27.634;23.947;2:51.581;
13;1;2;2:33.445;0;;44.458;0;58.411;0;50.576;0;152.8;5:25.026;14:40:25.026;0:44.458;0:58.411;0:50.576;215.1;Westin Workman;;Am;;BSI Racing;Toyota Gazoo Racing;GF;44.458;58.411;50.576;18.829;18.829;25.629;44.458;28.762;1:13.220;29.649;1:42.869;26.756;2:09.625;23.820;2:33.445;
13;1;3;2:33.036;0;;44.202;0;58.291;0;50.543;0;153.2;7:58.062;14:42:58.062;0:44.202;0:58.291;0:50.543;216.0;Westin Workman;;Am;;BSI Racing;Toyota Gazoo Racing;GF;44.202;58.291;50.543;18.634;18.634;25.568;44.202;28.711;1:12.913;29.580;1:42.493;26.852;2:09.345;23.691;2:33.036;
13;1;4;2:32.875;0;;44.114;0;58.448;0;50.313;0;153.4;10:30.937;14:45:30.937;0:44.114;0:58.448;0:50.313;213.0;Westin Workman;;Am;;BSI Racing;Toyota Gazoo Racing;GF;44.114;58.448;50.313;18.598;18.598;25.516;44.114;28.918;1:13.032;29.530;1:42.562;26.708;2:09.270;23.605;2:32.875;
13;1;5;2:56.246;0;B;44.752;0;58.212;2;1:13.282;0;133.1;13:27.183;14:48:27.183;0:44.752;0:58.212;1:13.282;;Westin Workman;;Am;;BSI Racing;Toyota Gazoo Racing;RF;44.752;58.212;73.282;18.497;18.497;26.255;44.752;28.707;1:13.459;29.505;1:42.964;26.797;2:09.761;46.485;2:56.246;
13;1;6;10:48.969;0;;8:58.053;0;59.838;0;51.078;0;36.1;24:16.152;14:59:16.152;8:58.053;0:59.838;0:51.078;210.1;Westin Workman;0:08:36.970;Am;;BSI Racing;Toyota Gazoo Racing;GF;538.053;59.838;51.078;8:32.154;8:32.154;25.899;8:58.053;29.042;9:27.095;30.796;9:57.891;27.349;10:25.240;23.729;10:48.969;
13;1;7;2:32.659;2;;44.025;2;58.396;0;50.238;2;153.6;26:48.811;15:01:48.811;0:44.025;0:58.396;0:50.238;217.3;Westin Workman;;Am;;BSI Racing;Toyota Gazoo Racing;GF;44.025;58.396;50.238;18.479;18.479;25.546;44.025;28.786;1:12.811;29.610;1:42.421;26.664;2:09.085;23.574;2:32.659;
13;1;8;2:34.057;0;;44.115;0;58.810;0;51.132;0;152.2;29:22.868;15:04:22.868;0:44.115;0:58.810;0:51.132;215.1;Westin Workman;;Am;;BSI Racing;Toyota Gazoo Racing;GF;44.115;58.810;51.132;18.462;18.462;25.653;44.115;28.976;1:13.091;29.834;1:42.925;27.136;2:10.061;23.996;2:34.057;
13;1;9;2:52.431;0;B;44.371;0;59.116;0;1:08.944;0;136.0;32:15.299;15:07:15.299;0:44.371;0:59.116;1:08.944;214.3;Westin Workman;;Am;;BSI Racing;Toyota Gazoo Racing;FF;44.371;59.116;68.944;18.746;18.746;25.625;44.371;29.554;1:13.925;29.562;1:43.487;26.922;2:10.409;42.022;2:52.431;
15;1;1;2:54.592;0;;1:01.816;0;1:00.073;0;52.703;0;134.3;2:54.592;14:37:54.592;1:01.816;1:00.073;0:52.703;218.2;Brett Kowalski;0:00:18.088;Am;;TechSport;Toyota Gazoo Racing;GF;61.816;60.073;52.703;35.478;35.478;26.338;1:01.816;29.161;1:30.977;30.912;2:01.889;28.425;2:30.314;24.278;2:54.592;
15;1;2;2:34.997;0;;44.828;0;58.389;0;51.780;0;151.3;5:29.589;14:40:29.589;0:44.828;0:58.389;0:51.780;212.2;Brett Kowalski;;Am;;TechSport;Toyota Gazoo Racing;GF;44.828;58.389;51.780;19.007;19.007;25.821;44.828;28.751;1:13.579;29.638;1:43.217;27.828;2:11.045;23.952;2:34.997;
15;1;3;2:34.023;0;;44.728;0;58.330;2;50.965;0;152.3;8:03.612;14:43:03.612;0:44.728;0:58.330;0:50.965;213.0;Brett Kowalski;;Am;;TechSport;Toyota Gazoo Racing;GF;44.728;58.330;50.965;18.824;18.824;25.904;44.728;28.554;1:13.282;29.776;1:43.058;27.248;2:10.306;23.717;2:34.023;
15;1;4;2:34.627;0;;44.494;0;58.624;0;51.509;0;151.7;10:38.239;14:45:38.239;0:44.494;0:58.624;0:51.509;214.3;Brett Kowalski;;Am;;TechSport;Toyota Gazoo Racing;GF;44.494;58.624;51.509;18.870;18.870;25.624;44.494;28.792;1:13.286;29.832;1:43.118;27.332;2:10.450;24.177;2:34.627;
15;1;5;3:04.055;0;B;44.634;0;58.646;0;1:20.775;0;127.4;13:42.294;14:48:42.294;0:44.634;0:58.646;1:20.775;;Brett Kowalski;;Am;;TechSport;Toyota Gazoo Racing;RF;44.634;58.646;80.775;18.738;18.738;25.896;44.634;28.935;1:13.569;29.711;1:43.280;28.317;2:11.597;52.458;3:04.055;
15;1;6;10:37.262;0;;8:47.900;0;58.460;0;50.902;0;36.8;24:19.556;14:59:19.556;8:47.900;0:58.460;0:50.902;213.0;Brett Kowalski;0:08:30.235;Am;;TechSport;Toyota Gazoo Racing;GF;527.900;58.460;50.902;8:21.973;8:21.973;25.927;8:47.900;28.752;9:16.652;29.708;9:46.360;27.019;10:13.379;23.883;10:37.262;
15;1;7;2:33.783;2;;44.554;0;58.619;0;50.610;2;152.5;26:53.339;15:01:53.339;0:44.554;0:58.619;0:50.610;215.1;Brett Kowalski;;Am;;TechSport;Toyota Gazoo Racing;GF;44.554;58.619;50.610;18.773;18.773;25.781;44.554;28.674;1:13.228;29.945;1:43.173;26.875;2:10.048;23.735;2:33.783;
15;1;8;2:33.840;0;;44.454;2;58.523;0;50.863;0;152.4;29:27.179;15:04:27.179;0:44.454;0:58.523;0:50.863;214.3;Brett Kowalski;;Am;;TechSport;Toyota Gazoo Racing;GF;44.454;58.523;50.863;18.730;18.730;25.724;44.454;28.506;1:12.960;30.017;1:42.977;27.056;2:10.033;23.807;2:33.840;
15;1;9;2:33.938;0;;44.522;0;58.496;0;50.920;0;152.4;32:01.117;15:07:01.117;0:44.522;0:58.496;0:50.920;213.0;Brett Kowalski;;Am;;TechSport;Toyota Gazoo Racing;FF;44.522;58.496;50.920;18.813;18.813;25.709;44.522;28.850;1:13.372;29.646;1:43.018;27.020;2:10.038;23.900;2:33.938;
18;1;1;3:34.505;0;;1:26.534;0;1:10.759;0;57.212;0;109.3;3:34.505;14:38:34.505;1:26.534;1:10.759;0:57.212;206.1;Rutledge Wood;0:00:34.221;Am;Legends;Precision Racing LA;Toyota Gazoo Racing;GF;86.534;70.759;57.212;57.072;57.072;29.462;1:26.534;34.251;2:00.785;36.508;2:37.293;30.697;3:07.990;26.515;3:34.505;
18;1;2;2:47.091;0;;47.252;0;1:04.544;0;55.295;0;140.4;6:21.596;14:41:21.596;0:47.252;1:04.544;0:55.295;200.0;Rutledge Wood;;Am;Legends;Precision Racing LA;Toyota Gazoo Racing;GF;47.252;64.544;55.295;20.341;20.341;26.911;47.252;30.007;1:17.259;34.537;1:51.796;29.806;2:21.602;25.489;2:47.091;
18;1;3;3:10.015;0;B;47.356;0;1:04.363;0;1:18.296;0;123.4;9:31.611;14:44:31.611;0:47.356;1:04.363;1:18.296;;Rutledge Wood;;Am;Legends;Precision Racing LA;Toyota Gazoo Racing;GF;47.356;64.363;78.296;20.366;20.366;26.990;47.356;30.432;1:17.788;33.931;1:51.719;30.007;2:21.726;48.289;3:10.015;
18;1;4;15:18.845;0;;13:20.055;0;1:03.757;0;55.033;0;25.5;24:50.456;14:59:50.456;13:20.055;1:03.757;0:55.033;202.2;Rutledge Wood;0:12:49.905;Am;Legends;Precision Racing LA;Toyota Gazoo Racing;GF;800.055;63.757;55.033;12:48.886;12:48.886;31.169;13:20.055;30.999;13:51.054;32.758;14:23.812;29.411;14:53.223;25.622;15:18.845;
18;1;5;2:44.523;0;;47.298;0;1:02.432;2;54.793;0;142.5;27:34.979;15:02:34.979;0:47.298;1:02.432;0:54.793;201.1;Rutledge Wood;;Am;Legends;Precision Racing LA;Toyota Gazoo Racing;GF;47.298;62.432;54.793;20.226;20.226;27.072;47.298;30.157;1:17.455;32.275;1:49.730;29.193;2:18.923;25.600;2:44.523;
18;1;6;2:43.326;2;;46.889;2;1:02.529;0;53.908;2;143.6;30:18.305;15:05:18.305;0:46.889;1:02.529;0:53.908;201.1;Rutledge Wood;;Am;Legends;Precision Racing LA;Toyota Gazoo Racing;FF;46.889;62.529;53.908;19.958;19.958;26.931;46.889;30.330;1:17.219;32.199;1:49.418;28.628;2:18.046;25.280;2:43.326;
2;1;1;2:56.914;0;;1:05.246;0;1:00.012;0;51.656;0;132.6;2:56.914;14:37:56.914;1:05.246;1:00.012;0:51.656;;Will Robusto;0:00:21.901;Am;;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;GF;65.246;60.012;51.656;;;;1:05.246;;;;2:05.258;;;;2:56.914;
2;1;2;2:33.720;0;;44.163;0;58.174;0;51.383;0;152.6;5:30.634;14:40:30.634;0:44.163;0:58.174;0:51.383;;Will Robusto;;Am;;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;GF;44.163;58.174;51.383;;;;44.163;;;;1:42.337;;;;2:33.720;
2;1;3;2:33.057;0;;44.398;0;58.360;0;50.299;0;153.2;8:03.691;14:43:03.691;0:44.398;0:58.360;0:50.299;;Will Robusto;;Am;;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;GF;44.398;58.360;50.299;;;;44.398;;;;1:42.758;;;;2:33.057;
2;1;4;2:32.682;0;;43.949;2;58.140;0;50.593;0;153.6;10:36.373;14:45:36.373;0:43.949;0:58.140;0:50.593;;Will Robusto;;Am;;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;GF;43.949;58.140;50.593;;;;43.949;;;;1:42.089;;;;2:32.682;
2;1;5;2:59.348;0;B;43.985;0;57.714;2;1:17.649;0;130.8;13:35.721;14:48:35.721;0:43.985;0:57.714;1:17.649;;Will Robusto;;Am;;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;RF;43.985;57.714;77.649;;;;43.985;;;;1:41.699;;;;2:59.348;
2;1;6;10:45.977;0;;8:56.649;0;58.525;0;50.803;0;36.3;24:21.698;14:59:21.698;8:56.649;0:58.525;0:50.803;221.3;Will Robusto;0:08:37.573;Am;;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;GF;536.649;58.525;50.803;8:30.404;8:30.404;26.245;8:56.649;29.176;9:25.825;29.349;9:55.174;27.184;10:22.358;23.619;10:45.977;
2;1;7;2:33.108;0;;44.202;0;58.443;0;50.463;0;153.2;26:54.806;15:01:54.806;0:44.202;0:58.443;0:50.463;213.0;Will Robusto;;Am;;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;GF;44.202;58.443;50.463;18.583;18.583;25.619;44.202;28.969;1:13.171;29.474;1:42.645;26.864;2:09.509;23.599;2:33.108;
2;1;8;2:32.379;0;;44.212;0;57.891;0;50.276;0;153.9;29:27.185;15:04:27.185;0:44.212;0:57.891;0:50.276;214.3;Will Robusto;;Am;;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;GF;44.212;57.891;50.276;18.578;18.578;25.634;44.212;28.465;1:12.677;29.426;1:42.103;26.729;2:08.832;23.547;2:32.379;
2;1;9;2:32.098;2;;43.965;0;57.918;0;50.215;2;154.2;31:59.283;15:06:59.283;0:43.965;0:57.918;0:50.215;215.1;Will Robusto;;Am;;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;FF;43.965;57.918;50.215;18.454;18.454;25.511;43.965;28.460;1:12.425;29.458;1:41.883;26.646;2:08.529;23.569;2:32.098;
21;1;1;2:50.372;0;;57.007;0;59.574;0;53.791;0;137.7;2:50.372;14:37:50.372;0:57.007;0:59.574;0:53.791;219.1;Ford Koch;0:00:10.625;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;57.007;59.574;53.791;27.639;27.639;29.368;57.007;29.479;1:26.486;30.095;1:56.581;27.217;2:23.798;26.574;2:50.372;
21;1;2;2:36.466;0;;47.087;0;58.550;0;50.829;0;149.9;5:26.838;14:40:26.838;0:47.087;0:58.550;0:50.829;214.3;Ford Koch;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;47.087;58.550;50.829;21.191;21.191;25.896;47.087;28.789;1:15.876;29.761;1:45.637;27.078;2:12.715;23.751;2:36.466;
21;1;3;2:33.693;2;;44.662;0;58.202;0;50.829;0;152.6;8:00.531;14:43:00.531;0:44.662;0:58.202;0:50.829;216.0;Ford Koch;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;44.662;58.202;50.829;18.683;18.683;25.979;44.662;28.627;1:13.289;29.575;1:42.864;26.891;2:09.755;23.938;2:33.693;
21;1;4;2:34.537;0;;44.463;0;58.206;0;51.868;0;151.8;10:35.068;14:45:35.068;0:44.463;0:58.206;0:51.868;213.0;Ford Koch;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;44.463;58.206;51.868;18.813;18.813;25.650;44.463;28.489;1:12.952;29.717;1:42.669;27.093;2:09.762;24.775;2:34.537;
