NUMBER; DRIVER_NUMBER; LAP_NUMBER; LAP_TIME; LAP_IMPROVEMENT; CROSSING_FINISH_LINE_IN_PIT; S1; S1_IMPROVEMENT; S2; S2_IMPROVEMENT; S3; S3_IMPROVEMENT; KPH; ELAPSED; HOUR;S1_LARGE;S2_LARGE;S3_LARGE;TOP_SPEED;DRIVER_NAME;PIT_TIME;CLASS;GROUP;TEAM;MANUFACTURER;FLAG_AT_FL;S1_SECONDS;S2_SECONDS;S3_SECONDS;IM1a_time;IM1a_elapsed;IM1_time;IM1_elapsed;IM2a_time;IM2a_elapsed;IM2_time;IM2_elapsed;IM3a_time;IM3a_elapsed;FL_time;FL_elapsed;
113;1;8;2:27.418;0;;44.285;0;50.768;0;52.365;0;147.0;26:02.477;14:11:02.477;0:44.285;0:50.768;0:52.365;;Ethan Tovo;;Am;;Nitro Motorsports;Toyota Gazoo Racing;GF;44.285;50.768;52.365;17.743;17.743;26.542;44.285;28.943;1:13.228;21.825;1:35.053;32.888;2:07.941;19.477;2:27.418;
113;1;9;2:26.987;0;;43.674;0;50.768;0;52.545;0;147.4;28:29.464;14:13:29.464;0:43.674;0:50.768;0:52.545;;Ethan Tovo;;Am;;Nitro Motorsports;Toyota Gazoo Racing;GF;43.674;50.768;52.545;17.688;17.688;25.986;43.674;28.832;1:12.506;21.936;1:34.442;33.088;2:07.530;19.457;2:26.987;
113;1;10;2:27.198;0;;43.796;0;50.810;0;52.592;0;147.2;30:56.662;14:15:56.662;0:43.796;0:50.810;0:52.592;;Ethan Tovo;;Am;;Nitro Motorsports;Toyota Gazoo Racing;FF;43.796;50.810;52.592;17.842;17.842;25.954;43.796;28.779;1:12.575;22.031;1:34.606;33.116;2:07.722;19.476;2:27.198;
13;1;1;2:46.753;0;;1:03.477;0;50.451;0;52.825;0;129.9;2:46.753;13:47:46.753;1:03.477;0:50.451;0:52.825;;Westin Workman;0:00:21.868;Am;;BSI Racing;Toyota Gazoo Racing;GF;63.477;50.451;52.825;37.039;37.039;26.438;1:03.477;28.551;1:32.028;21.900;1:53.928;33.107;2:27.035;19.718;2:46.753;
13;1;2;2:57.423;0;B;43.826;0;54.017;0;1:19.580;0;122.1;5:44.176;13:50:44.176;0:43.826;0:54.017;1:19.580;;Westin Workman;;Am;;BSI Racing;Toyota Gazoo Racing;RF;43.826;54.017;79.580;17.675;17.675;26.151;43.826;30.558;1:14.384;23.459;1:37.843;35.318;2:13.161;44.262;2:57.423;
13;1;3;7:31.085;0;;5:48.363;0;50.514;0;52.208;0;48.0;13:15.261;13:58:15.261;5:48.363;0:50.514;0:52.208;;Westin Workman;0:05:19.964;Am;;BSI Racing;Toyota Gazoo Racing;GF;348.363;50.514;52.208;5:22.254;5:22.254;26.109;5:48.363;28.496;6:16.859;22.018;6:38.877;32.888;7:11.765;19.320;7:31.085;
13;1;4;2:25.905;2;;43.552;0;50.301;2;52.052;2;148.5;15:41.166;14:00:41.166;0:43.552;0:50.301;0:52.052;;Westin Workman;;Am;;BSI Racing;Toyota Gazoo Racing;GF;43.552;50.301;52.052;17.557;17.557;25.995;43.552;28.424;1:11.976;21.877;1:33.853;32.801;2:06.654;19.251;2:25.905;
13;1;5;2:26.984;0;;44.008;0;50.443;0;52.533;0;147.4;18:08.150;14:03:08.150;0:44.008;0:50.443;0:52.533;;Westin Workman;;Am;;BSI Racing;Toyota Gazoo Racing;GF;44.008;50.443;52.533;17.522;17.522;26.486;44.008;28.572;1:12.580;21.871;1:34.451;33.135;2:07.586;19.398;2:26.984;
13;1;6;2:26.117;0;;43.504;0;50.536;0;52.077;0;148.3;20:34.267;14:05:34.267;0:43.504;0:50.536;0:52.077;;Westin Workman;;Am;;BSI Racing;Toyota Gazoo Racing;GF;43.504;50.536;52.077;17.637;17.637;25.867;43.504;28.672;1:12.176;21.864;1:34.040;32.607;2:06.647;19.470;2:26.117;
13;1;7;2:31.032;0;;43.490;2;50.587;0;56.955;0;143.5;23:05.299;14:08:05.299;0:43.490;0:50.587;0:56.955;;Westin Workman;;Am;;BSI Racing;Toyota Gazoo Racing;GF;43.490;50.587;56.955;17.630;17.630;25.860;43.490;28.709;1:12.199;21.878;1:34.077;36.010;2:10.087;20.945;2:31.032;
13;1;8;2:26.431;0;;43.788;0;50.378;0;52.265;0;148.0;25:31.730;14:10:31.730;0:43.788;0:50.378;0:52.265;;Westin Workman;;Am;;BSI Racing;Toyota Gazoo Racing;GF;43.788;50.378;52.265;17.564;17.564;26.224;43.788;28.520;1:12.308;21.858;1:34.166;32.845;2:07.011;19.420;2:26.431;
13;1;9;2:26.396;0;;43.663;0;50.410;0;52.323;0;148.0;27:58.126;14:12:58.126;0:43.663;0:50.410;0:52.323;;Westin Workman;;Am;;BSI Racing;Toyota Gazoo Racing;GF;43.663;50.410;52.323;17.684;17.684;25.979;43.663;28.525;1:12.188;21.885;1:34.073;32.875;2:06.948;19.448;2:26.396;
13;1;10;2:26.433;0;;43.626;0;50.459;0;52.348;0;148.0;30:24.559;14:15:24.559;0:43.626;0:50.459;0:52.348;;Westin Workman;;Am;;BSI Racing;Toyota Gazoo Racing;FF;43.626;50.459;52.348;17.591;17.591;26.035;43.626;28.504;1:12.130;21.955;1:34.085;33.008;2:07.093;19.340;2:26.433;
15;1;1;2:57.299;0;;1:11.922;0;51.639;0;53.738;0;122.2;2:57.299;13:47:57.299;1:11.922;0:51.639;0:53.738;;Brett Kowalski;0:00:30.716;Am;;TechSport;Toyota Gazoo Racing;GF;71.922;51.639;53.738;45.489;45.489;26.433;1:11.922;29.376;1:41.298;22.263;2:03.561;33.993;2:37.554;19.745;2:57.299;
15;1;2;3:08.456;0;B;43.903;0;56.399;0;1:28.154;0;115.0;6:05.755;13:51:05.755;0:43.903;0:56.399;1:28.154;;Brett Kowalski;;Am;;TechSport;Toyota Gazoo Racing;RF;43.903;56.399;88.154;17.644;17.644;26.259;43.903;32.264;1:16.167;24.135;1:40.302;38.013;2:18.315;50.141;3:08.456;
15;1;3;7:15.313;0;;5:31.460;0;51.373;0;52.480;0;49.8;13:21.068;13:58:21.068;5:31.460;0:51.373;0:52.480;;Brett Kowalski;0:05:03.812;Am;;TechSport;Toyota Gazoo Racing;GF;331.460;51.373;52.480;5:05.318;5:05.318;26.142;5:31.460;29.129;6:00.589;22.244;6:22.833;33.118;6:55.951;19.362;7:15.313;
15;1;4;2:26.738;0;;43.596;0;50.740;0;52.402;2;147.7;15:47.806;14:00:47.806;0:43.596;0:50.740;0:52.402;;Brett Kowalski;;Am;;TechSport;Toyota Gazoo Racing;GF;43.596;50.740;52.402;17.599;17.599;25.997;43.596;28.665;1:12.261;22.075;1:34.336;32.925;2:07.261;19.477;2:26.738;
15;1;5;2:26.608;2;;43.478;0;50.716;2;52.414;0;147.8;18:14.414;14:03:14.414;0:43.478;0:50.716;0:52.414;;Brett Kowalski;;Am;;TechSport;Toyota Gazoo Racing;GF;43.478;50.716;52.414;17.496;17.496;25.982;43.478;28.803;1:12.281;21.913;1:34.194;32.971;2:07.165;19.443;2:26.608;
15;1;6;2:28.480;0;;43.450;2;51.821;0;53.209;0;145.9;20:42.894;14:05:42.894;0:43.450;0:51.821;0:53.209;;Brett Kowalski;;Am;;TechSport;Toyota Gazoo Racing;GF;43.450;51.821;53.209;17.547;17.547;25.903;43.450;29.552;1:13.002;22.269;1:35.271;33.498;2:08.769;19.711;2:28.480;
15;1;7;2:38.914;0;B;43.683;0;51.084;0;1:04.147;0;136.4;23:21.808;14:08:21.808;0:43.683;0:51.084;1:04.147;;Brett Kowalski;;Am;;TechSport;Toyota Gazoo Racing;GF;43.683;51.084;64.147;17.728;17.728;25.955;43.683;28.928;1:12.611;22.156;1:34.767;33.252;2:08.019;30.895;2:38.914;
15;1;8;3:28.483;0;;1:44.396;0;51.461;0;52.626;0;103.9;26:50.291;14:11:50.291;1:44.396;0:51.461;0:52.626;;Brett Kowalski;0:01:15.431;Am;;TechSport;Toyota Gazoo Racing;GF;104.396;51.461;52.626;1:18.174;1:18.174;26.222;1:44.396;29.186;2:13.582;22.275;2:35.857;33.046;3:08.903;19.580;3:28.483;
15;1;9;2:27.974;0;;43.869;0;51.240;0;52.865;0;146.4;29:18.265;14:14:18.265;0:43.869;0:51.240;0:52.865;;Brett Kowalski;;Am;;TechSport;Toyota Gazoo Racing;GF;43.869;51.240;52.865;17.775;17.775;26.094;43.869;28.859;1:12.728;22.381;1:35.109;33.241;2:08.350;19.624;2:27.974;
15;1;10;2:40.584;0;B;44.002;0;51.296;0;1:05.286;0;134.9;31:58.849;14:16:58.849;0:44.002;0:51.296;1:05.286;;Brett Kowalski;;Am;;TechSport;Toyota Gazoo Racing;FF;44.002;51.296;65.286;17.765;17.765;26.237;44.002;29.080;1:13.082;22.216;1:35.298;33.756;2:09.054;31.530;2:40.584;
16;1;1;2:41.340;0;;57.808;0;50.883;0;52.649;0;134.3;2:41.340;13:47:41.340;0:57.808;0:50.883;0:52.649;;John Dean;0:00:16.876;Am;Legends;Copeland Motorsports;Toyota Gazoo Racing;GF;57.808;50.883;52.649;31.624;31.624;26.184;57.808;28.860;1:26.668;22.023;1:48.691;33.180;2:21.871;19.469;2:41.340;
16;1;2;2:59.191;0;B;43.497;0;55.385;0;1:20.309;0;120.9;5:40.531;13:50:40.531;0:43.497;0:55.385;1:20.309;;John Dean;;Am;Legends;Copeland Motorsports;Toyota Gazoo Racing;RF;43.497;55.385;80.309;17.468;17.468;26.029;43.497;30.587;1:14.084;24.798;1:38.882;36.752;2:15.634;43.557;2:59.191;
16;1;3;7:29.252;0;;5:46.516;0;50.599;0;52.137;0;48.2;13:09.783;13:58:09.783;5:46.516;0:50.599;0:52.137;;John Dean;0:05:18.883;Am;Legends;Copeland Motorsports;Toyota Gazoo Racing;GF;346.516;50.599;52.137;5:20.588;5:20.588;25.928;5:46.516;28.488;6:15.004;22.111;6:37.115;32.814;7:09.929;19.323;7:29.252;
16;1;4;2:26.250;0;;43.575;0;50.531;0;52.144;0;148.2;15:36.033;14:00:36.033;0:43.575;0:50.531;0:52.144;;John Dean;;Am;Legends;Copeland Motorsports;Toyota Gazoo Racing;GF;43.575;50.531;52.144;17.503;17.503;26.072;43.575;28.467;1:12.042;22.064;1:34.106;32.776;2:06.882;19.368;2:26.250;
16;1;5;2:25.901;3;;43.460;0;50.433;2;52.008;2;148.5;18:01.934;14:03:01.934;0:43.460;0:50.433;0:52.008;;John Dean;;Am;Legends;Copeland Motorsports;Toyota Gazoo Racing;GF;43.460;50.433;52.008;17.595;17.595;25.865;43.460;28.432;1:11.892;22.001;1:33.893;32.703;2:06.596;19.305;2:25.901;
16;1;6;2:31.633;0;;43.439;2;50.541;0;57.653;0;142.9;20:33.567;14:05:33.567;0:43.439;0:50.541;0:57.653;;John Dean;;Am;Legends;Copeland Motorsports;Toyota Gazoo Racing;GF;43.439;50.541;57.653;17.525;17.525;25.914;43.439;28.482;1:11.921;22.059;1:33.980;34.997;2:08.977;22.656;2:31.633;
16;1;7;2:30.597;0;;44.686;0;50.633;0;55.278;0;143.9;23:04.164;14:08:04.164;0:44.686;0:50.633;0:55.278;;John Dean;;Am;Legends;Copeland Motorsports;Toyota Gazoo Racing;GF;44.686;50.633;55.278;18.895;18.895;25.791;44.686;28.666;1:13.352;21.967;1:35.319;35.517;2:10.836;19.761;2:30.597;
16;1;8;2:31.531;0;;48.188;0;50.996;0;52.347;0;143.0;25:35.695;14:10:35.695;0:48.188;0:50.996;0:52.347;;John Dean;;Am;Legends;Copeland Motorsports;Toyota Gazoo Racing;GF;48.188;50.996;52.347;18.332;18.332;29.856;48.188;28.829;1:17.017;22.167;1:39.184;33.000;2:12.184;19.347;2:31.531;
16;1;9;2:47.269;0;B;45.292;0;53.297;0;1:08.680;0;129.5;28:22.964;14:13:22.964;0:45.292;0:53.297;1:08.680;;John Dean;;Am;Legends;Copeland Motorsports;Toyota Gazoo Racing;GF;45.292;53.297;68.680;17.675;17.675;27.617;45.292;30.918;1:16.210;22.379;1:38.589;34.251;2:12.840;34.429;2:47.269;
2;1;1;2:49.729;0;;1:04.779;0;51.647;0;53.303;0;127.7;2:49.729;13:47:49.729;1:04.779;0:51.647;0:53.303;;Will Robusto;0:00:19.857;Am;;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;GF;64.779;51.647;53.303;37.435;37.435;27.344;1:04.779;28.995;1:33.774;22.652;1:56.426;33.656;2:30.082;19.647;2:49.729;
2;1;2;3:00.514;0;B;43.735;0;56.113;0;1:20.666;0;120.0;5:50.243;13:50:50.243;0:43.735;0:56.113;1:20.666;;Will Robusto;;Am;;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;RF;43.735;56.113;80.666;17.660;17.660;26.075;43.735;32.491;1:16.226;23.622;1:39.848;38.045;2:17.893;42.621;3:00.514;
2;1;3;7:24.816;0;;5:40.878;0;51.096;0;52.842;0;48.7;13:15.059;13:58:15.059;5:40.878;0:51.096;0:52.842;;Will Robusto;0:05:12.224;Am;;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;GF;340.878;51.096;52.842;5:14.812;5:14.812;26.066;5:40.878;28.854;6:09.732;22.242;6:31.974;33.302;7:05.276;19.540;7:24.816;
2;1;4;2:28.849;0;;43.956;0;50.949;0;53.944;0;145.6;15:43.908;14:00:43.908;0:43.956;0:50.949;0:53.944;;Will Robusto;;Am;;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;GF;43.956;50.949;53.944;18.001;18.001;25.955;43.956;28.650;1:12.606;22.299;1:34.905;34.067;2:08.972;19.877;2:28.849;
2;1;5;2:28.064;0;;43.246;3;51.250;0;53.568;0;146.3;18:11.972;14:03:11.972;0:43.246;0:51.250;0:53.568;;Will Robusto;;Am;;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;GF;43.246;51.250;53.568;17.571;17.571;25.675;43.246;29.078;1:12.324;22.172;1:34.496;33.829;2:08.325;19.739;2:28.064;
2;1;6;2:42.115;0;B;44.467;0;51.879;0;1:05.769;0;133.7;20:54.087;14:05:54.087;0:44.467;0:51.879;1:05.769;;Will Robusto;;Am;;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;GF;44.467;51.879;65.769;18.289;18.289;26.178;44.467;29.818;1:14.285;22.061;1:36.346;34.034;2:10.380;31.735;2:42.115;
2;1;7;4:13.392;0;;2:30.074;0;50.752;0;52.566;0;85.5;25:07.479;14:10:07.479;2:30.074;0:50.752;0:52.566;;Will Robusto;0:02:00.914;Am;;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;GF;150.074;50.752;52.566;2:03.776;2:03.776;26.298;2:30.074;28.696;2:58.770;22.056;3:20.826;32.971;3:53.797;19.595;4:13.392;
2;1;8;2:27.311;0;;44.119;0;50.695;0;52.497;0;147.1;27:34.790;14:12:34.790;0:44.119;0:50.695;0:52.497;;Will Robusto;;Am;;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;GF;44.119;50.695;52.497;17.956;17.956;26.163;44.119;28.604;1:12.723;22.091;1:34.814;33.030;2:07.844;19.467;2:27.311;
2;1;9;2:26.460;2;;43.679;0;50.468;2;52.313;2;147.9;30:01.250;14:15:01.250;0:43.679;0:50.468;0:52.313;;Will Robusto;;Am;;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;FF;43.679;50.468;52.313;17.704;17.704;25.975;43.679;28.521;1:12.200;21.947;1:34.147;32.889;2:07.036;19.424;2:26.460;
21;1;1;2:46.936;0;;59.455;0;51.407;0;56.074;0;129.8;2:46.936;13:47:46.936;0:59.455;0:51.407;0:56.074;;Ford Koch;0:00:18.165;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;59.455;51.407;56.074;32.981;32.981;26.474;59.455;29.136;1:28.591;22.271;1:50.862;36.000;2:26.862;20.074;2:46.936;
21;1;2;2:59.737;0;B;43.874;0;57.437;0;1:18.426;0;120.6;5:46.673;13:50:46.673;0:43.874;0:57.437;1:18.426;;Ford Koch;;Am;;Copeland Motorsports;Toyota Gazoo Racing;RF;43.874;57.437;78.426;17.670;17.670;26.204;43.874;32.477;1:16.351;24.960;1:41.311;37.102;2:18.413;41.324;2:59.737;
21;1;3;7:24.888;0;;5:41.518;0;50.743;2;52.627;0;48.7;13:11.561;13:58:11.561;5:41.518;0:50.743;0:52.627;;Ford Koch;0:05:13.387;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;341.518;50.743;52.627;5:15.300;5:15.300;26.218;5:41.518;28.634;6:10.152;22.109;6:32.261;33.141;7:05.402;19.486;7:24.888;
21;1;4;2:27.819;0;;44.341;0;50.893;0;52.585;0;146.6;15:39.380;14:00:39.380;0:44.341;0:50.893;0:52.585;;Ford Koch;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;44.341;50.893;52.585;17.718;17.718;26.623;44.341;28.678;1:13.019;22.215;1:35.234;33.043;2:08.277;19.542;2:27.819;
21;1;5;2:27.530;2;;43.999;0;50.899;0;52.632;0;146.9;18:06.910;14:03:06.910;0:43.999;0:50.899;0:52.632;;Ford Koch;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;43.999;50.899;52.632;17.696;17.696;26.303;43.999;28.663;1:12.662;22.236;1:34.898;33.197;2:08.095;19.435;2:27.530;
