NUMBER; DRIVER_NUMBER; LAP_NUMBER; LAP_TIME; LAP_IMPROVEMENT; CROSSING_FINISH_LINE_IN_PIT; S1; S1_IMPROVEMENT; S2; S2_IMPROVEMENT; S3; S3_IMPROVEMENT; KPH; ELAPSED; HOUR;S1_LARGE;S2_LARGE;S3_LARGE;TOP_SPEED;DRIVER_NAME;PIT_TIME;CLASS;GROUP;TEAM;MANUFACTURER;FLAG_AT_FL;S1_SECONDS;S2_SECONDS;S3_SECONDS;IM1a_time;IM1a_elapsed;IM1_time;IM1_elapsed;IM2a_time;IM2a_elapsed;IM2_time;IM2_elapsed;IM3a_time;IM3a_elapsed;FL_time;FL_elapsed;
113;1;4;3:28.516;0;B;48.594;0;1:09.927;0;1:29.995;0;112.5;11:40.019;08:51:40.019;0:48.594;1:09.927;1:29.995;213.0;Ethan Tovo;;Am;;Nitro Motorsports;Toyota Gazoo Racing;RF;48.594;69.927;89.995;18.958;18.958;29.636;48.594;34.874;1:23.468;35.053;1:58.521;32.792;2:31.313;57.203;3:28.516;
12;1;1;3:13.098;0;;1:07.953;0;1:10.110;0;55.035;0;121.5;3:13.098;08:43:13.098;1:07.953;1:10.110;0:55.035;204.2;John Lennon;0:00:14.645;Am;Legends;BSI Racing;Toyota Gazoo Racing;GF;67.953;70.110;55.035;34.008;34.008;33.945;1:07.953;36.349;1:44.302;33.761;2:18.063;30.113;2:48.176;24.922;3:13.098;
12;1;2;2:39.191;2;;45.846;2;59.786;2;53.559;0;147.3;5:52.289;08:45:52.289;0:45.846;0:59.786;0:53.559;210.1;John Lennon;;Am;Legends;BSI Racing;Toyota Gazoo Racing;GF;45.846;59.786;53.559;19.200;19.200;26.646;45.846;30.154;1:16.000;29.632;1:45.632;28.858;2:14.490;24.701;2:39.191;
12;1;3;2:39.330;0;;46.208;0;1:00.015;0;53.107;2;147.2;8:31.619;08:48:31.619;0:46.208;1:00.015;0:53.107;204.2;John Lennon;;Am;Legends;BSI Racing;Toyota Gazoo Racing;GF;46.208;60.015;53.107;19.741;19.741;26.467;46.208;29.908;1:16.116;30.107;1:46.223;28.737;2:14.960;24.370;2:39.330;
12;1;4;3:23.700;0;B;49.533;0;1:11.061;0;1:23.106;0;115.1;11:55.319;08:51:55.319;0:49.533;1:11.061;1:23.106;204.2;John Lennon;;Am;Legends;BSI Racing;Toyota Gazoo Racing;RF;49.533;71.061;83.106;19.298;19.298;30.235;49.533;35.013;1:24.546;36.048;2:00.594;33.253;2:33.847;49.853;3:23.700;
13;1;1;3:04.444;0;;1:08.321;0;1:05.421;0;50.702;0;127.2;3:04.444;08:43:04.444;1:08.321;1:05.421;0:50.702;214.3;Westin Workman;0:00:17.351;Am;;BSI Racing;Toyota Gazoo Racing;GF;68.321;65.421;50.702;35.393;35.393;32.928;1:08.321;34.935;1:43.256;30.486;2:13.742;27.136;2:40.878;23.566;3:04.444;
13;1;2;2:31.782;0;;43.739;0;57.858;0;50.185;0;154.5;5:36.226;08:45:36.226;0:43.739;0:57.858;0:50.185;213.0;Westin Workman;;Am;;BSI Racing;Toyota Gazoo Racing;GF;43.739;57.858;50.185;18.193;18.193;25.546;43.739;28.381;1:12.120;29.477;1:41.597;27.049;2:08.646;23.136;2:31.782;
13;1;3;2:31.047;2;;43.408;2;57.840;2;49.799;2;155.3;8:07.273;08:48:07.273;0:43.408;0:57.840;0:49.799;216.0;Westin Workman;;Am;;BSI Racing;Toyota Gazoo Racing;GF;43.408;57.840;49.799;18.104;18.104;25.304;43.408;28.591;1:11.999;29.249;1:41.248;26.482;2:07.730;23.317;2:31.047;
13;1;4;3:14.118;0;B;43.652;0;1:05.924;0;1:24.542;0;120.8;11:21.391;08:51:21.391;0:43.652;1:05.924;1:24.542;213.0;Westin Workman;;Am;;BSI Racing;Toyota Gazoo Racing;RF;43.652;65.924;84.542;18.223;18.223;25.429;43.652;31.164;1:14.816;34.760;1:49.576;33.615;2:23.191;50.927;3:14.118;
15;1;1;3:02.734;0;;1:08.102;0;1:02.665;0;51.967;0;128.3;3:02.734;08:43:02.734;1:08.102;1:02.665;0:51.967;198.2;Brett Kowalski;0:00:20.900;Am;;TechSport;Toyota Gazoo Racing;GF;68.102;62.665;51.967;38.713;38.713;29.389;1:08.102;32.540;1:40.642;30.125;2:10.767;28.150;2:38.917;23.817;3:02.734;
15;1;2;2:33.413;0;;44.348;0;58.391;2;50.674;0;152.9;5:36.147;08:45:36.147;0:44.348;0:58.391;0:50.674;212.2;Brett Kowalski;;Am;;TechSport;Toyota Gazoo Racing;GF;44.348;58.391;50.674;18.516;18.516;25.832;44.348;28.971;1:13.319;29.420;1:42.739;27.127;2:09.866;23.547;2:33.413;
15;1;3;2:33.192;2;;44.000;2;58.553;0;50.639;2;153.1;8:09.339;08:48:09.339;0:44.000;0:58.553;0:50.639;212.2;Brett Kowalski;;Am;;TechSport;Toyota Gazoo Racing;GF;44.000;58.553;50.639;18.538;18.538;25.462;44.000;28.664;1:12.664;29.889;1:42.553;27.259;2:09.812;23.380;2:33.192;
18;1;1;3:25.270;0;;1:21.503;0;1:08.357;0;55.410;0;114.3;3:25.270;08:43:25.270;1:21.503;1:08.357;0:55.410;195.3;Rutledge Wood;0:00:29.910;Am;Legends;Precision Racing LA;Toyota Gazoo Racing;GF;81.503;68.357;55.410;51.795;51.795;29.708;1:21.503;34.656;1:56.159;33.701;2:29.860;29.657;2:59.517;25.753;3:25.270;
18;1;2;2:39.185;2;;45.921;0;1:00.608;0;52.656;2;147.3;6:04.455;08:46:04.455;0:45.921;1:00.608;0:52.656;205.3;Rutledge Wood;;Am;Legends;Precision Racing LA;Toyota Gazoo Racing;GF;45.921;60.608;52.656;19.147;19.147;26.774;45.921;29.460;1:15.381;31.148;1:46.529;28.199;2:14.728;24.457;2:39.185;
18;1;3;2:40.544;0;;45.868;2;1:00.454;2;54.222;0;146.1;8:44.999;08:48:44.999;0:45.868;1:00.454;0:54.222;206.1;Rutledge Wood;;Am;Legends;Precision Racing LA;Toyota Gazoo Racing;GF;45.868;60.454;54.222;19.241;19.241;26.627;45.868;29.328;1:15.196;31.126;1:46.322;29.377;2:15.699;24.845;2:40.544;
18;1;4;3:24.691;0;B;46.080;0;1:07.209;0;1:31.402;0;114.6;12:09.690;08:52:09.690;0:46.080;1:07.209;1:31.402;210.1;Rutledge Wood;;Am;Legends;Precision Racing LA;Toyota Gazoo Racing;RF;46.080;67.209;91.402;19.322;19.322;26.758;46.080;33.166;1:19.246;34.043;1:53.289;33.555;2:26.844;57.847;3:24.691;
2;1;1;3:02.077;0;;1:08.674;0;1:02.433;0;50.970;0;128.8;3:02.077;08:43:02.077;1:08.674;1:02.433;0:50.970;205.3;Will Robusto;0:00:21.428;Am;;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;GF;68.674;62.433;50.970;39.055;39.055;29.619;1:08.674;32.506;1:41.180;29.927;2:11.107;27.477;2:38.584;23.493;3:02.077;
2;1;2;2:32.041;0;;44.121;0;57.774;0;50.146;2;154.3;5:34.118;08:45:34.118;0:44.121;0:57.774;0:50.146;213.0;Will Robusto;;Am;;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;GF;44.121;57.774;50.146;18.348;18.348;25.773;44.121;28.485;1:12.606;29.289;1:41.895;26.845;2:08.740;23.301;2:32.041;
2;1;3;2:30.996;2;;43.610;2;57.197;2;50.189;0;155.3;8:05.114;08:48:05.114;0:43.610;0:57.197;0:50.189;213.0;Will Robusto;;Am;;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;GF;43.610;57.197;50.189;18.108;18.108;25.502;43.610;28.107;1:11.717;29.090;1:40.807;26.798;2:07.605;23.391;2:30.996;
2;1;4;3:15.534;0;B;44.652;0;1:06.700;0;1:24.182;0;119.9;11:20.648;08:51:20.648;0:44.652;1:06.700;1:24.182;211.4;Will Robusto;;Am;;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;RF;44.652;66.700;84.182;18.182;18.182;26.470;44.652;31.828;1:16.480;34.872;1:51.352;33.483;2:24.835;50.699;3:15.534;
21;1;1;3:11.236;0;;1:06.087;0;1:10.501;0;54.648;0;122.6;3:11.236;08:43:11.236;1:06.087;1:10.501;0:54.648;200.0;Ford Koch;0:00:10.244;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;66.087;70.501;54.648;28.062;28.062;38.025;1:06.087;37.130;1:43.217;33.371;2:16.588;30.142;2:46.730;24.506;3:11.236;
21;1;2;2:31.260;0;;43.894;0;57.320;2;50.046;0;155.0;5:42.496;08:45:42.496;0:43.894;0:57.320;0:50.046;214.3;Ford Koch;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;43.894;57.320;50.046;18.234;18.234;25.660;43.894;28.195;1:12.089;29.125;1:41.214;26.686;2:07.900;23.360;2:31.260;
21;1;3;2:31.102;2;;43.799;2;57.432;0;49.871;2;155.2;8:13.598;08:48:13.598;0:43.799;0:57.432;0:49.871;215.1;Ford Koch;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;43.799;57.432;49.871;18.222;18.222;25.577;43.799;28.170;1:11.969;29.262;1:41.231;26.536;2:07.767;23.335;2:31.102;
21;1;4;3:25.054;0;B;46.122;0;1:06.548;0;1:32.384;0;114.4;11:38.652;08:51:38.652;0:46.122;1:06.548;1:32.384;212.2;Ford Koch;;Am;;Copeland Motorsports;Toyota Gazoo Racing;RF;46.122;66.548;92.384;18.743;18.743;27.379;46.122;32.771;1:18.893;33.777;1:52.670;33.773;2:26.443;58.611;3:25.054;
22;1;1;3:10.635;0;;1:09.059;0;1:07.066;0;54.510;0;123.0;3:10.635;08:43:10.635;1:09.059;1:07.066;0:54.510;198.2;Jeremy Fletcher;0:00:11.037;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;69.059;67.066;54.510;30.436;30.436;38.623;1:09.059;35.412;1:44.471;31.654;2:16.125;29.870;2:45.995;24.640;3:10.635;
22;1;2;2:30.369;3;;43.694;0;57.235;2;49.440;3;156.0;5:41.004;08:45:41.004;0:43.694;0:57.235;0:49.440;216.0;Jeremy Fletcher;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;43.694;57.235;49.440;18.217;18.217;25.477;43.694;28.220;1:11.914;29.015;1:40.929;26.348;2:07.277;23.092;2:30.369;
22;1;3;2:33.590;0;;43.542;2;57.763;0;52.285;0;152.7;8:14.594;08:48:14.594;0:43.542;0:57.763;0:52.285;213.0;Jeremy Fletcher;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;43.542;57.763;52.285;18.087;18.087;25.455;43.542;28.149;1:11.691;29.614;1:41.305;27.608;2:08.913;24.677;2:33.590;
22;1;4;3:22.331;0;B;44.380;0;1:05.793;0;1:32.158;0;115.9;11:36.925;08:51:36.925;0:44.380;1:05.793;1:32.158;210.1;Jeremy Fletcher;;Am;;Copeland Motorsports;Toyota Gazoo Racing;RF;44.380;65.793;92.158;18.283;18.283;26.097;44.380;32.024;1:16.404;33.769;1:50.173;34.645;2:24.818;57.513;3:22.331;
31;1;1;3:05.876;0;;1:09.662;0;1:05.058;0;51.156;0;126.2;3:05.876;08:43:05.876;1:09.662;1:05.058;0:51.156;211.4;Jackson Tovo;0:00:22.575;Am;;Nitro Motorsports;Toyota Gazoo Racing;GF;69.662;65.058;51.156;40.230;40.230;29.432;1:09.662;33.796;1:43.458;31.262;2:14.720;27.348;2:42.068;23.808;3:05.876;
31;1;2;2:32.872;0;;43.495;2;57.795;0;51.582;0;153.4;5:38.748;08:45:38.748;0:43.495;0:57.795;0:51.582;216.0;Jackson Tovo;;Am;;Nitro Motorsports;Toyota Gazoo Racing;GF;43.495;57.795;51.582;18.102;18.102;25.393;43.495;28.388;1:11.883;29.407;1:41.290;28.117;2:09.407;23.465;2:32.872;
31;1;3;2:30.734;2;;43.712;0;57.344;2;49.678;2;155.6;8:09.482;08:48:09.482;0:43.712;0:57.344;0:49.678;218.2;Jackson Tovo;;Am;;Nitro Motorsports;Toyota Gazoo Racing;GF;43.712;57.344;49.678;18.051;18.051;25.661;43.712;28.231;1:11.943;29.113;1:41.056;26.512;2:07.568;23.166;2:30.734;
31;1;4;3:18.109;0;B;43.856;0;1:06.349;0;1:27.904;0;118.4;11:27.591;08:51:27.591;0:43.856;1:06.349;1:27.904;217.3;Jackson Tovo;;Am;;Nitro Motorsports;Toyota Gazoo Racing;RF;43.856;66.349;87.904;18.356;18.356;25.500;43.856;31.153;1:15.009;35.196;1:50.205;35.727;2:25.932;52.177;3:18.109;
41;1;1;3:08.048;0;;1:07.565;0;1:07.804;0;52.679;0;124.7;3:08.048;08:43:08.048;1:07.565;1:07.804;0:52.679;209.3;Jenson Sofronas;0:00:11.777;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;67.565;67.804;52.679;30.262;30.262;37.303;1:07.565;35.478;1:43.043;32.326;2:15.369;28.525;2:43.894;24.154;3:08.048;
41;1;2;2:32.143;0;;44.145;0;57.995;0;50.003;2;154.1;5:40.191;08:45:40.191;0:44.145;0:57.995;0:50.003;215.1;Jenson Sofronas;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;44.145;57.995;50.003;18.272;18.272;25.873;44.145;28.597;1:12.742;29.398;1:42.140;26.712;2:08.852;23.291;2:32.143;
41;1;3;2:31.540;2;;43.719;2;57.772;2;50.049;0;154.8;8:11.731;08:48:11.731;0:43.719;0:57.772;0:50.049;218.2;Jenson Sofronas;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;43.719;57.772;50.049;18.222;18.222;25.497;43.719;28.461;1:12.180;29.311;1:41.491;26.637;2:08.128;23.412;2:31.540;
41;1;4;3:23.140;0;B;46.231;0;1:05.159;0;1:31.750;0;115.5;11:34.871;08:51:34.871;0:46.231;1:05.159;1:31.750;212.2;Jenson Sofronas;;Am;;Copeland Motorsports;Toyota Gazoo Racing;RF;46.231;65.159;91.750;18.590;18.590;27.641;46.231;31.343;1:17.574;33.816;1:51.390;35.253;2:26.643;56.497;3:23.140;
46;1;1;2:57.272;0;;1:06.137;0;59.743;0;51.392;0;132.3;2:57.272;08:42:57.272;1:06.137;0:59.743;0:51.392;209.3;Lucas Weisenberg;0:00:17.967;Am;;Lucas Racing;Toyota Gazoo Racing;GF;66.137;59.743;51.392;36.910;36.910;29.227;1:06.137;30.020;1:36.157;29.723;2:05.880;27.667;2:33.547;23.725;2:57.272;
46;1;2;2:33.617;0;;44.484;0;58.418;0;50.715;2;152.7;5:30.889;08:45:30.889;0:44.484;0:58.418;0:50.715;210.1;Lucas Weisenberg;;Am;;Lucas Racing;Toyota Gazoo Racing;GF;44.484;58.418;50.715;18.631;18.631;25.853;44.484;28.740;1:13.224;29.678;1:42.902;27.177;2:10.079;23.538;2:33.617;
46;1;3;2:32.574;2;;44.071;2;57.563;2;50.940;0;153.7;8:03.463;08:48:03.463;0:44.071;0:57.563;0:50.940;208.1;Lucas Weisenberg;;Am;;Lucas Racing;Toyota Gazoo Racing;GF;44.071;57.563;50.940;18.353;18.353;25.718;44.071;28.279;1:12.350;29.284;1:41.634;27.135;2:08.769;23.805;2:32.574;
46;1;4;3:12.730;0;B;45.270;0;1:06.151;0;1:21.309;0;121.7;11:16.193;08:51:16.193;0:45.270;1:06.151;1:21.309;207.3;Lucas Weisenberg;;Am;;Lucas Racing;Toyota Gazoo Racing;RF;45.270;66.151;81.309;18.474;18.474;26.796;45.270;31.194;1:16.464;34.957;1:51.421;33.708;2:25.129;47.601;3:12.730;
47;1;1;3:05.347;0;;1:05.997;0;1:08.346;0;51.004;0;126.5;3:05.347;08:43:05.347;1:05.997;1:08.346;0:51.004;216.0;Parker DeLong;0:00:18.389;Am;;TechSport;Toyota Gazoo Racing;GF;65.997;68.346;51.004;36.398;36.398;29.599;1:05.997;36.543;1:42.540;31.803;2:14.343;27.450;2:41.793;23.554;3:05.347;
47;1;2;2:32.444;0;;43.303;2;58.076;0;51.065;0;153.8;5:37.791;08:45:37.791;0:43.303;0:58.076;0:51.065;213.0;Parker DeLong;;Am;;TechSport;Toyota Gazoo Racing;GF;43.303;58.076;51.065;17.993;17.993;25.310;43.303;28.898;1:12.201;29.178;1:41.379;27.764;2:09.143;23.301;2:32.444;
47;1;3;2:31.139;2;;43.488;0;57.764;2;49.887;2;155.2;8:08.930;08:48:08.930;0:43.488;0:57.764;0:49.887;215.1;Parker DeLong;;Am;;TechSport;Toyota Gazoo Racing;GF;43.488;57.764;49.887;18.018;18.018;25.470;43.488;28.333;1:11.821;29.431;1:41.252;26.633;2:07.885;23.254;2:31.139;
47;1;4;3:17.226;0;B;43.522;0;1:05.932;0;1:27.772;0;118.9;11:26.156;08:51:26.156;0:43.522;1:05.932;1:27.772;214.3;Parker DeLong;;Am;;TechSport;Toyota Gazoo Racing;RF;43.522;65.932;87.772;18.106;18.106;25.416;43.522;30.851;1:14.373;35.081;1:49.454;33.883;2:23.337;53.889;3:17.226;
5;1;1;3:03.297;0;;1:06.434;0;1:06.320;0;50.543;0;127.9;3:03.297;08:43:03.297;1:06.434;1:06.320;0:50.543;212.2;Beltre Curtis;0:00:12.275;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;66.434;66.320;50.543;30.905;30.905;35.529;1:06.434;36.080;1:42.514;30.240;2:12.754;27.172;2:39.926;23.371;3:03.297;
5;1;2;2:34.238;0;;44.454;2;58.468;2;51.316;0;152.1;5:37.535;08:45:37.535;0:44.454;0:58.468;0:51.316;216.0;Beltre Curtis;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;44.454;58.468;51.316;18.282;18.282;26.172;44.454;28.627;1:13.081;29.841;1:42.922;28.088;2:11.010;23.228;2:34.238;
5;1;3;2:33.812;2;;45.115;0;58.497;0;50.200;2;152.5;8:11.347;08:48:11.347;0:45.115;0:58.497;0:50.200;216.0;Beltre Curtis;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;45.115;58.497;50.200;18.906;18.906;26.209;45.115;28.961;1:14.076;29.536;1:43.612;26.839;2:10.451;23.361;2:33.812;
5;1;4;3:18.430;0;B;44.298;0;1:05.556;0;1:28.576;0;118.2;11:29.777;08:51:29.777;0:44.298;1:05.556;1:28.576;215.1;Beltre Curtis;;Am;;Copeland Motorsports;Toyota Gazoo Racing;RF;44.298;65.556;88.576;18.385;18.385;25.913;44.298;31.497;1:15.795;34.059;1:49.854;35.519;2:25.373;53.057;3:18.430;
51;1;1;2:57.755;0;;1:03.065;0;1:02.616;0;52.074;0;131.9;2:57.755;08:42:57.755;1:03.065;1:02.616;0:52.074;207.3;Massimo Sunseri;0:00:08.748;Am;;BSI Racing;Toyota Gazoo Racing;GF;63.065;62.616;52.074;26.869;26.869;36.196;1:03.065;32.753;1:35.818;29.863;2:05.681;28.433;2:34.114;23.641;2:57.755;
51;1;2;2:33.405;0;;44.251;0;58.419;0;50.735;2;152.9;5:31.160;08:45:31.160;0:44.251;0:58.419;0:50.735;208.1;Massimo Sunseri;;Am;;BSI Racing;Toyota Gazoo Racing;GF;44.251;58.419;50.735;18.454;18.454;25.797;44.251;28.999;1:13.250;29.420;1:42.670;27.323;2:09.993;23.412;2:33.405;
51;1;3;2:33.094;2;;44.107;2;58.121;2;50.866;0;153.2;8:04.254;08:48:04.254;0:44.107;0:58.121;0:50.866;206.1;Massimo Sunseri;;Am;;BSI Racing;Toyota Gazoo Racing;GF;44.107;58.121;50.866;18.482;18.482;25.625;44.107;28.589;1:12.696;29.532;1:42.228;27.241;2:09.469;23.625;2:33.094;
51;1;4;3:10.726;0;B;44.197;0;1:04.907;0;1:21.622;0;123.0;11:14.980;08:51:14.980;0:44.197;1:04.907;1:21.622;208.1;Massimo Sunseri;;Am;;BSI Racing;Toyota Gazoo Racing;RF;44.197;64.907;81.622;18.411;18.411;25.786;44.197;29.754;1:13.951;35.153;1:49.104;33.303;2:22.407;48.319;3:10.726;
55;1;1;3:03.486;0;;1:09.386;0;1:03.564;0;50.536;0;127.8;3:03.486;08:43:03.486;1:09.386;1:03.564;0:50.536;210.1;Spike Kohlbecker;0:00:22.165;Am;;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;GF;69.386;63.564;50.536;40.030;40.030;29.356;1:09.386;33.402;1:42.788;30.162;2:12.950;27.260;2:40.210;23.276;3:03.486;
55;1;2;2:31.461;0;;43.665;2;57.740;0;50.056;0;154.8;5:34.947;08:45:34.947;0:43.665;0:57.740;0:50.056;214.3;Spike Kohlbecker;;Am;;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;GF;43.665;57.740;50.056;18.159;18.159;25.506;43.665;28.437;1:12.102;29.303;1:41.405;26.822;2:08.227;23.234;2:31.461;
55;1;3;2:30.755;2;;43.777;0;57.127;3;49.851;2;155.6;8:05.702;08:48:05.702;0:43.777;0:57.127;0:49.851;216.0;Spike Kohlbecker;;Am;;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;GF;43.777;57.127;49.851;18.243;18.243;25.534;43.777;27.998;1:11.775;29.129;1:40.904;26.656;2:07.560;23.195;2:30.755;
55;1;4;3:13.598;0;B;43.619;0;1:06.545;0;1:23.434;0;121.1;11:19.300;08:51:19.300;0:43.619;1:06.545;1:23.434;214.3;Spike Kohlbecker;;Am;;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;RF;43.619;66.545;83.434;18.196;18.196;25.423;43.619;31.631;1:15.250;34.914;1:50.164;33.398;2:23.562;50.036;3:13.598;
57;1;1;3:20.532;0;;1:21.534;0;1:05.502;0;53.496;0;117.0;3:20.532;08:43:20.532;1:21.534;1:05.502;0:53.496;;Jeff Curry;0:00:33.066;Am;Legends;Eagles Canyon Racing Powered by Fast Track;Toyota Gazoo Racing;GF;81.534;65.502;53.496;52.985;52.985;28.549;1:21.534;;;;2:27.036;;;;3:20.532;
57;1;2;2:40.711;2;;46.599;0;1:01.247;0;52.865;2;145.9;6:01.243;08:46:01.243;0:46.599;1:01.247;0:52.865;;Jeff Curry;;Am;Legends;Eagles Canyon Racing Powered by Fast Track;Toyota Gazoo Racing;GF;46.599;61.247;52.865;19.915;19.915;26.684;46.599;30.480;1:17.079;30.767;1:47.846;;;;2:40.711;
57;1;3;2:40.716;0;;46.492;2;1:00.742;2;53.482;0;145.9;8:41.959;08:48:41.959;0:46.492;1:00.742;0:53.482;;Jeff Curry;;Am;Legends;Eagles Canyon Racing Powered by Fast Track;Toyota Gazoo Racing;GF;46.492;60.742;53.482;19.846;19.846;26.646;46.492;30.025;1:16.517;30.717;1:47.234;;;;2:40.716;
57;1;4;3:20.849;0;B;47.100;0;1:07.997;0;1:25.752;0;116.8;12:02.808;08:52:02.808;0:47.100;1:07.997;1:25.752;204.2;Jeff Curry;;Am;Legends;Eagles Canyon Racing Powered by Fast Track;Toyota Gazoo Racing;RF;47.100;67.997;85.752;19.751;19.751;27.349;47.100;33.623;1:20.723;34.374;1:55.097;32.774;2:27.871;52.978;3:20.849;
