NUMBER;TEAM;VEHICLE;CLASS;FIRSTNAME;SECONDNAME;TOTAL_DRIVER_LAPS;BESTLAP_1;BESTLAP_1_LAPNUM;BESTLAP_2;BESTLAP_2_LAPNUM;BESTLAP_3;BESTLAP_3_LAPNUM;BESTLAP_4;BESTLAP_4_LAPNUM;BESTLAP_5;BESTLAP_5_LAPNUM;BESTLAP_6;BESTLAP_6_LAPNUM;BESTLAP_7;BESTLAP_7_LAPNUM;BESTLAP_8;BESTLAP_8_LAPNUM;BESTLAP_9;BESTLAP_9_LAPNUM;BESTLAP_10;BESTLAP_10_LAPNUM;AVERAGE;
80;Nitro Motorsports;Toyota GR86;Am;Paityn;Feyen;11;2:10.560;6;2:10.853;9;2:11.262;4;2:11.267;3;2:11.456;7;2:11.480;8;2:12.301;5;2:13.088;2;2:15.922;11;3:34.490;10;2:20.267;
88;PT Autosport with Copeland Motorsports;Toyota GR86;Am;Max;Stallone;11;2:09.745;3;2:10.157;8;2:10.287;5;2:10.384;10;2:10.460;11;2:10.790;9;2:11.734;2;2:11.794;4;2:15.830;7;3:16.633;6;2:17.781;
15;TechSport;Toyota GR86;Am;Brett;Kowalski;11;2:08.108;5;2:08.344;2;2:08.932;4;2:09.691;8;2:09.936;6;2:10.664;7;2:12.864;11;2:17.153;3;2:23.842;10;2:32.935;9;2:14.246;
61;Skip Barber Racing;Toyota GR86;Am;James;Klimas;4;2:11.613;4;2:13.043;3;2:13.407;2;;0;;0;;0;;0;;0;;0;;0;2:12.687;
51;BSI Racing;Toyota GR86;Am;Massimo;Sunseri;9;2:10.504;3;2:10.889;4;2:10.969;6;2:11.030;8;2:11.814;5;2:12.165;9;2:13.402;2;2:49.214;7;;0;;0;2:16.248;
113;Nitro Motorsports;Toyota GR86;Am;Ethan;Tovo;10;2:08.754;3;2:08.760;4;2:09.189;5;2:09.233;6;2:09.585;7;2:09.800;8;2:10.095;9;2:10.104;2;2:13.177;10;;0;2:09.855;
03;Precision Racing LA;Toyota GR86;Am;Karl;Forman;11;2:09.961;6;2:10.032;10;2:10.090;8;2:10.520;3;2:11.035;7;2:11.115;11;2:11.170;5;2:11.196;2;2:11.431;9;2:18.845;4;2:11.539;
71;TechSport;Toyota GR86;Am;Christian;Weir;11;2:07.834;6;2:08.112;5;2:08.472;3;2:08.644;4;2:08.692;11;2:09.260;9;2:10.088;10;2:13.306;8;2:15.392;2;3:07.977;7;2:15.777;
2;RVA Graphics Motorsports by Speed Syndicate;Toyota GR86;Am;Will;Robusto;12;2:07.560;5;2:08.185;9;2:08.251;2;2:08.377;8;2:08.687;10;2:08.769;12;2:08.953;3;2:09.911;11;2:11.273;4;2:14.348;7;2:09.431;
41;Copeland Motorsports;Toyota GR86;Am;Jenson;Sofronas;10;2:09.088;4;2:09.155;3;2:09.156;9;2:09.646;10;2:09.834;8;2:10.026;2;2:22.221;7;2:32.443;6;3:34.966;5;;0;2:22.948;
93;Eagles Canyon Racing Powered by Fast Track;Toyota GR86;Am;Patrick;Brunson;9;2:09.642;5;2:09.801;4;2:10.394;6;2:10.397;8;2:10.444;7;2:10.531;9;2:15.935;3;2:40.910;2;;0;;0;2:14.756;
13;BSI Racing;Toyota GR86;Am;Westin;Workman;10;2:07.606;4;2:07.840;9;2:07.879;3;2:08.193;5;2:13.665;8;2:13.744;10;2:13.938;2;2:15.368;7;3:49.700;6;;0;2:21.992;
31;Nitro Motorsports;Toyota GR86;Am;Jackson;Tovo;10;2:08.786;9;2:08.917;5;2:08.935;3;2:08.999;4;2:09.731;2;2:10.109;10;2:12.757;6;2:16.236;8;4:01.602;7;;0;2:22.896;
