NUMBER; DRIVER_NUMBER; LAP_NUMBER; LAP_TIME; LAP_IMPROVEMENT; CROSSING_FINISH_LINE_IN_PIT; S1; S1_IMPROVEMENT; S2; S2_IMPROVEMENT; S3; S3_IMPROVEMENT; KPH; ELAPSED; HOUR;S1_LARGE;S2_LARGE;S3_LARGE;TOP_SPEED;DRIVER_NAME;PIT_TIME;CLASS;GROUP;TEAM;MANUFACTURER;FLAG_AT_FL;S1_SECONDS;S2_SECONDS;S3_SECONDS;IM1a_time;IM1a_elapsed;IM1_time;IM1_elapsed;IM2a_time;IM2a_elapsed;IM2_time;IM2_elapsed;IM3a_time;IM3a_elapsed;FL_time;FL_elapsed;
16;1;4;2:34.669;0;B;32.293;0;57.805;0;1:04.571;0;127.4;11:17.758;08:11:17.758;0:32.293;0:57.805;1:04.571;205.3;John Dean;;Am;Legends;Copeland Motorsports;Toyota Gazoo Racing;GF;32.293;57.805;64.571;20.002;20.002;12.291;32.293;22.401;54.694;35.404;1:30.098;28.742;1:58.840;35.829;2:34.669;
16;1;5;5:25.822;0;;3:29.096;0;57.273;0;59.453;0;60.5;16:43.580;08:16:43.580;3:29.096;0:57.273;0:59.453;206.1;John Dean;0:03:09.706;Am;Legends;Copeland Motorsports;Toyota Gazoo Racing;GF;209.096;57.273;59.453;3:16.674;3:16.674;12.422;3:29.096;22.306;3:51.402;34.967;4:26.369;28.537;4:54.906;30.916;5:25.822;
16;1;6;2:28.484;0;;32.581;0;56.818;0;59.085;0;132.7;19:12.064;08:19:12.064;0:32.581;0:56.818;0:59.085;207.7;John Dean;;Am;Legends;Copeland Motorsports;Toyota Gazoo Racing;GF;32.581;56.818;59.085;20.294;20.294;12.287;32.581;21.914;54.495;34.904;1:29.399;28.411;1:57.810;30.674;2:28.484;
16;1;7;2:27.973;2;;32.452;0;56.620;2;58.901;0;133.1;21:40.037;08:21:40.037;0:32.452;0:56.620;0:58.901;207.7;John Dean;;Am;Legends;Copeland Motorsports;Toyota Gazoo Racing;GF;32.452;56.620;58.901;20.184;20.184;12.268;32.452;21.817;54.269;34.803;1:29.072;28.531;1:57.603;30.370;2:27.973;
16;1;8;2:47.570;0;B;34.783;0;1:01.783;0;1:11.004;0;117.6;24:27.607;08:24:27.607;0:34.783;1:01.783;1:11.004;200.0;John Dean;;Am;Legends;Copeland Motorsports;Toyota Gazoo Racing;RF;34.783;61.783;71.004;20.423;20.423;14.360;34.783;24.069;58.852;37.714;1:36.566;30.634;2:07.200;40.370;2:47.570;
16;1;9;3:46.200;0;;1:50.975;0;56.656;0;58.569;2;87.1;28:13.807;08:28:13.807;1:50.975;0:56.656;0:58.569;209.3;John Dean;0:01:33.008;Am;Legends;Copeland Motorsports;Toyota Gazoo Racing;GF;110.975;56.656;58.569;1:38.686;1:38.686;12.289;1:50.975;21.958;2:12.933;34.698;2:47.631;28.149;3:15.780;30.420;3:46.200;
16;1;10;2:28.822;0;;32.201;2;56.998;0;59.623;0;132.4;30:42.629;08:30:42.629;0:32.201;0:56.998;0:59.623;211.8;John Dean;;Am;Legends;Copeland Motorsports;Toyota Gazoo Racing;FF;32.201;56.998;59.623;20.020;20.020;12.181;32.201;22.396;54.597;34.602;1:29.199;28.911;1:58.110;30.712;2:28.822;
18;1;1;3:49.637;0;B;1:18.412;0;1:06.556;0;1:24.669;0;85.8;3:49.637;08:03:49.637;1:18.412;1:06.556;1:24.669;163.1;Rutledge Wood;0:00:39.786;Am;Legends;Precision Racing LA;Toyota Gazoo Racing;GF;78.412;66.556;84.669;58.994;58.994;19.418;1:18.412;27.735;1:46.147;38.821;2:24.968;33.975;2:58.943;50.694;3:49.637;
18;1;2;4:59.605;0;;2:53.155;0;1:02.781;0;1:03.669;0;65.7;8:49.242;08:08:49.242;2:53.155;1:02.781;1:03.669;202.2;Rutledge Wood;0:02:38.311;Am;Legends;Precision Racing LA;Toyota Gazoo Racing;GF;173.155;62.781;63.669;2:39.240;2:39.240;13.915;2:53.155;25.094;3:18.249;37.687;3:55.936;30.192;4:26.128;33.477;4:59.605;
18;1;3;2:37.869;0;;34.359;0;1:01.442;0;1:02.068;0;124.8;11:27.111;08:11:27.111;0:34.359;1:01.442;1:02.068;206.1;Rutledge Wood;;Am;Legends;Precision Racing LA;Toyota Gazoo Racing;GF;34.359;61.442;62.068;20.767;20.767;13.592;34.359;25.423;59.782;36.019;1:35.801;29.445;2:05.246;32.623;2:37.869;
