NUMBER;TEAM;VEHICLE;CLASS;FIRSTNAME;SECONDNAME;TOTAL_DRIVER_LAPS;BESTLAP_1;BESTLAP_1_LAPNUM;BESTLAP_2;BESTLAP_2_LAPNUM;BESTLAP_3;BESTLAP_3_LAPNUM;BESTLAP_4;BESTLAP_4_LAPNUM;BESTLAP_5;BESTLAP_5_LAPNUM;BESTLAP_6;BESTLAP_6_LAPNUM;BESTLAP_7;BESTLAP_7_LAPNUM;BESTLAP_8;BESTLAP_8_LAPNUM;BESTLAP_9;BESTLAP_9_LAPNUM;BESTLAP_10;BESTLAP_10_LAPNUM;AVERAGE;
51;BSI Racing;Toyota GR86;Am;Massimo;Sunseri;11;2:31.358;6;2:31.935;5;2:32.774;4;2:33.207;3;2:33.384;2;2:36.672;11;;0;;0;;0;;0;2:33.221;
55;RVA Graphics Motorsports by Speed Syndicate;Toyota GR86;Am;Spike;Kohlbecker;10;2:27.750;7;2:27.821;6;2:27.861;10;2:28.274;5;;0;;0;;0;;0;;0;;0;2:27.926;
57;Eagles Canyon Racing Powered by Fast Track;Toyota GR86;Am;Jeff;Curry;10;2:33.432;10;2:33.903;7;2:33.963;5;2:34.011;6;2:36.506;4;2:38.153;3;2:41.059;2;;0;;0;;0;2:35.861;
71;TechSport;Toyota GR86;Am;Christian;Weir;11;2:28.529;4;2:28.547;7;2:28.693;6;2:29.804;5;2:30.020;8;2:30.385;3;2:31.325;2;;0;;0;;0;2:29.614;
72;TechSport;Toyota GR86;Am;Ethan;Goulart;11;2:27.638;8;2:27.719;7;2:27.979;5;2:28.520;4;2:29.266;2;2:29.410;6;2:30.071;3;;0;;0;;0;2:28.657;
73;Precision Racing LA;Toyota GR86;Am;Mike;Lamarra;9;2:31.958;5;2:32.368;3;2:33.984;4;2:35.483;2;2:38.664;6;3:04.847;9;;0;;0;;0;;0;2:39.550;
78;Nitro Motorsports;Toyota GR86;Am;Ethan;Ayars;11;2:28.307;8;2:28.641;4;2:28.812;5;2:28.858;3;2:29.074;7;2:29.486;2;2:32.982;6;;0;;0;;0;2:29.451;
80;Nitro Motorsports;Toyota GR86;Am;Paityn;Feyen;9;2:33.355;6;2:33.448;5;2:33.619;4;2:33.859;3;2:40.636;9;2:43.615;2;;0;;0;;0;;0;2:36.422;
86;Eagles Canyon Racing Powered by Fast Track;Toyota GR86;Am;Andrew;Gilleland;10;2:32.746;6;2:33.378;5;2:33.661;4;2:33.718;7;2:33.907;3;2:35.326;2;;0;;0;;0;;0;2:33.789;
88;PT Autosport with Copeland Motorsports;Toyota GR86;Am;Zach;Hollingshead;7;2:33.844;5;;0;;0;;0;;0;;0;;0;;0;;0;;0;2:33.844;
89;Eagles Canyon Racing Powered by Fast Track;Toyota GR86;Am;Livio;Galanti;11;2:28.020;8;2:29.091;5;2:29.153;7;2:29.858;6;2:33.585;11;;0;;0;;0;;0;;0;2:29.941;
93;Eagles Canyon Racing Powered by Fast Track;Toyota GR86;Am;Patrick;Brunson;11;2:30.964;6;2:31.050;11;2:31.144;8;2:31.920;2;2:31.940;4;2:32.290;7;2:32.629;3;2:32.985;5;;0;;0;2:31.865;
98;TechSport;Toyota GR86;Am;Max;Schweid;10;2:28.932;4;2:29.637;3;2:30.797;5;2:31.405;2;;0;;0;;0;;0;;0;;0;2:30.192;
113;Nitro Motorsports;Toyota GR86;Am;Ethan;Tovo;11;2:29.403;11;2:29.683;4;2:29.753;2;2:29.987;8;2:30.051;7;;0;;0;;0;;0;;0;2:29.775;
