NUMBER;TEAM;VEHICLE;CLASS;FIRSTNAME;SECONDNAME;TOTAL_DRIVER_LAPS;BESTLAP_1;BESTLAP_1_LAPNUM;BESTLAP_2;BESTLAP_2_LAPNUM;BESTLAP_3;BESTLAP_3_LAPNUM;BESTLAP_4;BESTLAP_4_LAPNUM;BESTLAP_5;BESTLAP_5_LAPNUM;BESTLAP_6;BESTLAP_6_LAPNUM;BESTLAP_7;BESTLAP_7_LAPNUM;BESTLAP_8;BESTLAP_8_LAPNUM;BESTLAP_9;BESTLAP_9_LAPNUM;BESTLAP_10;BESTLAP_10_LAPNUM;AVERAGE;
3;Eagles Canyon Racing Powered by Fast Track;Toyota GR86;Am;Jason;Kos*;16;1:54.322;9;1:54.666;12;1:54.735;10;1:54.856;14;1:54.964;13;1:54.980;8;1:54.988;7;1:55.020;15;1:55.164;4;1:55.359;11;1:54.905;
72;TechSport;Toyota GR86;Am;Ethan;Goulart;15;1:52.697;3;1:52.940;15;1:53.086;10;1:53.183;9;1:53.208;11;1:53.254;2;1:53.368;5;1:53.613;8;1:54.631;4;1:54.883;14;1:53.486;
55;RVA Graphics Motorsports by Speed Syndicate;Toyota GR86;Am;Spike;Kohlbecker;14;1:52.162;12;1:52.344;14;1:52.709;11;1:52.868;4;1:52.960;6;1:52.982;3;1:53.434;10;1:53.627;2;1:54.072;13;1:54.834;5;1:53.199;
88;PT Autosport with Copeland Motorsports;Toyota GR86;Am;Zach;Hollingshead;15;1:53.195;6;1:53.226;11;1:53.279;14;1:53.296;3;1:53.836;5;1:53.998;9;1:54.016;2;1:54.038;12;1:54.566;15;1:55.292;4;1:53.874;
98;TechSport;Toyota GR86;Am;Max;Schweid;15;1:52.237;10;1:52.875;9;1:52.875;12;1:52.977;8;1:53.012;3;1:53.389;13;1:53.670;2;1:53.679;5;1:54.037;4;1:55.612;11;1:53.436;
51;BSI Racing;Toyota GR86;Am;Massimo;Sunseri;15;1:54.513;11;1:54.537;13;1:55.478;4;1:55.559;6;1:55.583;8;1:55.780;15;1:56.041;14;1:56.236;3;1:56.502;5;1:57.085;12;1:55.731;
13;BSI Racing;Toyota GR86;Am;Westin;Workman;14;1:52.131;13;1:52.301;9;1:52.394;4;1:52.519;3;1:52.626;5;1:52.801;2;1:53.911;6;1:55.378;14;1:55.480;10;1:56.210;8;1:53.575;
46;Lucas Racing;Toyota GR86;Am;Lucas;Weisenberg;14;1:52.201;3;1:52.350;10;1:52.538;14;1:52.540;11;1:52.542;4;1:52.568;13;1:52.841;9;1:52.885;5;1:53.139;6;1:54.076;2;1:52.768;
7;Copeland Motorsports;Toyota GR86;Am;Jaxon;Bell;15;1:52.106;10;1:52.234;12;1:52.402;4;1:52.408;8;1:52.454;2;1:52.478;5;1:52.514;13;1:52.662;14;1:52.800;3;1:54.766;9;1:52.682;
2;RVA Graphics Motorsports by Speed Syndicate;Toyota GR86;Am;Will;Robusto;15;1:52.143;15;1:52.253;9;1:52.522;13;1:52.570;12;1:52.742;14;1:53.014;8;1:53.044;7;1:53.063;6;1:53.183;2;1:53.698;3;1:52.823;
71;TechSport;Toyota GR86;Am;Christian;Weir;15;1:53.412;10;1:53.526;12;1:53.607;14;1:53.688;13;1:53.758;6;1:54.011;15;1:54.061;3;1:54.091;11;1:54.174;2;1:54.982;9;1:53.931;
14;Skip Barber Racing;Toyota GR86;Am;Alex;Garcia;13;1:54.248;4;1:54.608;13;1:54.827;5;1:55.270;8;1:55.683;2;1:56.470;3;2:05.076;7;2:08.886;6;;0;;0;1:58.133;
73;Precision Racing LA;Toyota GR86;Am;Mike;Lamarra*;15;1:54.725;14;1:54.786;13;1:54.804;12;1:54.912;9;1:55.166;15;1:55.185;8;1:55.439;7;1:55.565;5;1:55.828;4;1:56.337;6;1:55.274;
78;Nitro Motorsports;Toyota GR86;Am;Ethan;Ayars;14;1:52.986;8;1:53.227;10;1:53.233;4;1:53.390;3;1:53.402;13;1:53.511;5;1:53.578;11;1:53.724;2;1:55.548;9;1:59.425;12;1:54.202;
31;Nitro Motorsports;Toyota GR86;Am;Jackson;Tovo;14;1:52.693;9;1:53.019;14;1:53.069;12;1:53.186;10;1:53.315;8;1:53.360;3;1:53.574;7;1:54.029;4;1:54.388;2;1:54.589;11;1:53.522;
21;Copeland Motorsports;Toyota GR86;Am;Ford;Koch;15;1:52.954;13;1:53.114;11;1:53.153;3;1:53.308;6;1:53.467;9;1:53.708;4;1:54.315;15;1:54.435;2;1:57.163;10;1:57.821;5;1:54.343;
67;BSI Racing;Toyota GR86;Am;Shea;Holbrook;15;1:53.927;15;1:54.401;7;1:54.449;13;1:54.556;6;1:54.863;5;1:55.004;14;1:55.139;12;1:55.652;8;1:56.225;11;1:56.510;3;1:55.072;
41;Copeland Motorsports;Toyota GR86;Am;Jenson;Sofronas;9;1:53.051;6;1:53.144;9;1:53.144;5;1:53.195;8;1:53.671;7;1:53.771;4;1:54.496;3;;0;;0;;0;1:53.496;
47;TechSport;Toyota GR86;Am;Ayden;Kirk;15;1:53.120;8;1:53.135;7;1:53.574;15;1:53.608;4;1:53.609;3;1:53.662;5;1:53.771;12;1:53.835;6;1:54.531;2;1:54.789;13;1:53.763;
12;Copeland Motorsports;Toyota GR86;Am;John;Lennon*;15;1:57.998;13;1:58.074;14;1:58.569;12;1:58.896;15;1:59.373;10;1:59.657;9;2:00.207;11;2:00.965;7;2:01.244;5;2:01.418;4;1:59.640;
5;Copeland Motorsports;Toyota GR86;Am;Beltre;Curtis;16;1:54.856;14;1:54.916;11;1:55.020;7;1:55.346;16;1:55.542;6;1:55.634;9;1:55.830;12;1:56.043;10;1:56.297;13;1:56.568;8;1:55.605;
