NUMBER; DRIVER_NUMBER; LAP_NUMBER; LAP_TIME; LAP_IMPROVEMENT; CROSSING_FINISH_LINE_IN_PIT; S1; S1_IMPROVEMENT; S2; S2_IMPROVEMENT; S3; S3_IMPROVEMENT; KPH; ELAPSED; HOUR;S1_LARGE;S2_LARGE;S3_LARGE;TOP_SPEED;DRIVER_NAME;PIT_TIME;CLASS;GROUP;TEAM;MANUFACTURER;FLAG_AT_FL;S1_SECONDS;S2_SECONDS;S3_SECONDS;IM1a_time;IM1a_elapsed;IM1_time;IM1_elapsed;IM2a_time;IM2a_elapsed;IM2_time;IM2_elapsed;IM3a_time;IM3a_elapsed;FL_time;FL_elapsed;
113;1;5;2:26.211;0;;43.317;0;50.529;0;52.365;0;148.2;13:08.375;08:43:08.375;0:43.317;0:50.529;0:52.365;;Ethan Tovo;;Am;;Nitro Motorsports;Toyota Gazoo Racing;GF;43.317;50.529;52.365;17.726;17.726;25.591;43.317;28.518;1:11.835;22.011;1:33.846;32.832;2:06.678;19.533;2:26.211;
113;1;6;2:25.574;0;;43.170;2;50.481;0;51.923;0;148.8;15:33.949;08:45:33.949;0:43.170;0:50.481;0:51.923;;Ethan Tovo;;Am;;Nitro Motorsports;Toyota Gazoo Racing;FF;43.170;50.481;51.923;17.604;17.604;25.566;43.170;28.613;1:11.783;21.868;1:33.651;32.658;2:06.309;19.265;2:25.574;
13;1;1;2:49.489;0;;1:04.999;0;51.523;0;52.967;0;127.8;2:49.489;08:32:49.489;1:04.999;0:51.523;0:52.967;;Westin Workman;0:00:22.484;Am;;BSI Racing;Toyota Gazoo Racing;GF;64.999;51.523;52.967;37.421;37.421;27.578;1:04.999;29.535;1:34.534;21.988;1:56.522;33.583;2:30.105;19.384;2:49.489;
13;1;2;2:24.696;0;;43.150;0;50.184;0;51.362;3;149.7;5:14.185;08:35:14.185;0:43.150;0:50.184;0:51.362;;Westin Workman;;Am;;BSI Racing;Toyota Gazoo Racing;GF;43.150;50.184;51.362;17.534;17.534;25.616;43.150;28.506;1:11.656;21.678;1:33.334;32.308;2:05.642;19.054;2:24.696;
13;1;3;2:24.489;3;;42.995;0;49.931;0;51.563;0;150.0;7:38.674;08:37:38.674;0:42.995;0:49.931;0:51.563;;Westin Workman;;Am;;BSI Racing;Toyota Gazoo Racing;GF;42.995;49.931;51.563;17.469;17.469;25.526;42.995;28.312;1:11.307;21.619;1:32.926;32.404;2:05.330;19.159;2:24.489;
13;1;4;2:24.852;0;;42.881;3;50.369;0;51.602;0;149.6;10:03.526;08:40:03.526;0:42.881;0:50.369;0:51.602;;Westin Workman;;Am;;BSI Racing;Toyota Gazoo Racing;GF;42.881;50.369;51.602;17.337;17.337;25.544;42.881;28.573;1:11.454;21.796;1:33.250;32.400;2:05.650;19.202;2:24.852;
13;1;5;2:37.204;0;B;42.989;0;49.876;3;1:04.339;0;137.8;12:40.730;08:42:40.730;0:42.989;0:49.876;1:04.339;;Westin Workman;;Am;;BSI Racing;Toyota Gazoo Racing;GF;42.989;49.876;64.339;17.473;17.473;25.516;42.989;28.257;1:11.246;21.619;1:32.865;32.275;2:05.140;32.064;2:37.204;
15;1;1;2:53.353;0;;1:07.615;0;52.197;0;53.541;0;125.0;2:53.353;08:32:53.353;1:07.615;0:52.197;0:53.541;;Brett Kowalski;0:00:25.194;Am;;TechSport;Toyota Gazoo Racing;GF;67.615;52.197;53.541;39.957;39.957;27.658;1:07.615;30.017;1:37.632;22.180;1:59.812;33.878;2:33.690;19.663;2:53.353;
15;1;2;2:25.641;0;;43.405;0;50.711;0;51.525;2;148.8;5:18.994;08:35:18.994;0:43.405;0:50.711;0:51.525;;Brett Kowalski;;Am;;TechSport;Toyota Gazoo Racing;GF;43.405;50.711;51.525;17.745;17.745;25.660;43.405;28.670;1:12.075;22.041;1:34.116;32.410;2:06.526;19.115;2:25.641;
15;1;3;2:25.851;0;;43.095;0;50.910;0;51.846;0;148.6;7:44.845;08:37:44.845;0:43.095;0:50.910;0:51.846;;Brett Kowalski;;Am;;TechSport;Toyota Gazoo Racing;GF;43.095;50.910;51.846;17.320;17.320;25.775;43.095;28.821;1:11.916;22.089;1:34.005;32.484;2:06.489;19.362;2:25.851;
15;1;4;2:25.309;2;;43.106;0;50.560;0;51.643;0;149.1;10:10.154;08:40:10.154;0:43.106;0:50.560;0:51.643;;Brett Kowalski;;Am;;TechSport;Toyota Gazoo Racing;GF;43.106;50.560;51.643;17.437;17.437;25.669;43.106;28.271;1:11.377;22.289;1:33.666;32.357;2:06.023;19.286;2:25.309;
15;1;5;2:26.116;0;;43.187;0;50.371;0;52.558;0;148.3;12:36.270;08:42:36.270;0:43.187;0:50.371;0:52.558;;Brett Kowalski;;Am;;TechSport;Toyota Gazoo Racing;GF;43.187;50.371;52.558;17.582;17.582;25.605;43.187;28.442;1:11.629;21.929;1:33.558;33.302;2:06.860;19.256;2:26.116;
15;1;6;2:40.994;0;B;43.091;2;50.236;2;1:07.667;0;134.6;15:17.264;08:45:17.264;0:43.091;0:50.236;1:07.667;;Brett Kowalski;;Am;;TechSport;Toyota Gazoo Racing;FF;43.091;50.236;67.667;17.470;17.470;25.621;43.091;28.431;1:11.522;21.805;1:33.327;32.914;2:06.241;34.753;2:40.994;
16;1;1;2:42.310;0;;58.435;0;51.414;0;52.461;0;133.5;2:42.310;08:32:42.310;0:58.435;0:51.414;0:52.461;;John Dean;0:00:16.973;Am;Legends;Copeland Motorsports;Toyota Gazoo Racing;GF;58.435;51.414;52.461;31.675;31.675;26.760;58.435;29.252;1:27.687;22.162;1:49.849;33.034;2:22.883;19.427;2:42.310;
16;1;2;2:25.707;0;;43.710;0;50.532;0;51.465;0;148.7;5:08.017;08:35:08.017;0:43.710;0:50.532;0:51.465;;John Dean;;Am;Legends;Copeland Motorsports;Toyota Gazoo Racing;GF;43.710;50.532;51.465;17.794;17.794;25.916;43.710;28.636;1:12.346;21.896;1:34.242;32.354;2:06.596;19.111;2:25.707;
16;1;3;2:25.017;0;;43.255;0;50.356;0;51.406;2;149.4;7:33.034;08:37:33.034;0:43.255;0:50.356;0:51.406;;John Dean;;Am;Legends;Copeland Motorsports;Toyota Gazoo Racing;GF;43.255;50.356;51.406;17.480;17.480;25.775;43.255;28.524;1:11.779;21.832;1:33.611;32.226;2:05.837;19.180;2:25.017;
16;1;4;2:25.265;0;;43.253;0;50.371;0;51.641;0;149.2;9:58.299;08:39:58.299;0:43.253;0:50.371;0:51.641;;John Dean;;Am;Legends;Copeland Motorsports;Toyota Gazoo Racing;GF;43.253;50.371;51.641;17.562;17.562;25.691;43.253;28.441;1:11.694;21.930;1:33.624;32.432;2:06.056;19.209;2:25.265;
16;1;5;2:24.860;0;;43.098;0;50.218;0;51.544;0;149.6;12:23.159;08:42:23.159;0:43.098;0:50.218;0:51.544;;John Dean;;Am;Legends;Copeland Motorsports;Toyota Gazoo Racing;GF;43.098;50.218;51.544;17.522;17.522;25.576;43.098;28.306;1:11.404;21.912;1:33.316;32.361;2:05.677;19.183;2:24.860;
16;1;6;2:26.341;0;;43.478;0;51.221;0;51.642;0;148.1;14:49.500;08:44:49.500;0:43.478;0:51.221;0:51.642;;John Dean;;Am;Legends;Copeland Motorsports;Toyota Gazoo Racing;GF;43.478;51.221;51.642;17.460;17.460;26.018;43.478;29.054;1:12.532;22.167;1:34.699;32.355;2:07.054;19.287;2:26.341;
16;1;7;2:24.589;2;;43.006;2;50.110;2;51.473;0;149.9;17:14.089;08:47:14.089;0:43.006;0:50.110;0:51.473;;John Dean;;Am;Legends;Copeland Motorsports;Toyota Gazoo Racing;FF;43.006;50.110;51.473;17.364;17.364;25.642;43.006;28.253;1:11.259;21.857;1:33.116;32.299;2:05.415;19.174;2:24.589;
2;1;1;2:45.617;0;;1:01.827;0;51.383;0;52.407;0;130.8;2:45.617;08:32:45.617;1:01.827;0:51.383;0:52.407;;Will Robusto;0:00:20.249;Am;;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;GF;61.827;51.383;52.407;35.240;35.240;26.587;1:01.827;29.115;1:30.942;22.268;1:53.210;32.864;2:26.074;19.543;2:45.617;
2;1;2;2:30.456;0;;43.808;0;54.212;0;52.436;0;144.0;5:16.073;08:35:16.073;0:43.808;0:54.212;0:52.436;;Will Robusto;;Am;;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;GF;43.808;54.212;52.436;17.883;17.883;25.925;43.808;32.269;1:16.077;21.943;1:38.020;33.089;2:11.109;19.347;2:30.456;
2;1;3;2:25.595;0;;43.459;0;50.246;0;51.890;0;148.8;7:41.668;08:37:41.668;0:43.459;0:50.246;0:51.890;;Will Robusto;;Am;;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;GF;43.459;50.246;51.890;17.641;17.641;25.818;43.459;28.479;1:11.938;21.767;1:33.705;32.577;2:06.282;19.313;2:25.595;
2;1;4;2:27.262;0;;45.337;0;50.397;0;51.528;2;147.1;10:08.930;08:40:08.930;0:45.337;0:50.397;0:51.528;;Will Robusto;;Am;;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;GF;45.337;50.397;51.528;17.483;17.483;27.854;45.337;28.600;1:13.937;21.797;1:35.734;32.398;2:08.132;19.130;2:27.262;
2;1;5;2:25.434;0;;43.255;2;50.331;0;51.848;0;149.0;12:34.364;08:42:34.364;0:43.255;0:50.331;0:51.848;;Will Robusto;;Am;;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;GF;43.255;50.331;51.848;17.477;17.477;25.778;43.255;28.412;1:11.667;21.919;1:33.586;32.629;2:06.215;19.219;2:25.434;
2;1;6;2:25.394;2;;43.481;0;50.133;2;51.780;0;149.0;14:59.758;08:44:59.758;0:43.481;0:50.133;0:51.780;;Will Robusto;;Am;;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;GF;43.481;50.133;51.780;17.675;17.675;25.806;43.481;28.326;1:11.807;21.807;1:33.614;32.522;2:06.136;19.258;2:25.394;
2;1;7;2:25.450;0;;43.280;0;50.248;0;51.922;0;149.0;17:25.208;08:47:25.208;0:43.280;0:50.248;0:51.922;;Will Robusto;;Am;;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;FF;43.280;50.248;51.922;17.630;17.630;25.650;43.280;28.369;1:11.649;21.879;1:33.528;32.601;2:06.129;19.321;2:25.450;
21;1;1;2:43.817;0;;59.267;0;51.585;0;52.965;0;132.3;2:43.817;08:32:43.817;0:59.267;0:51.585;0:52.965;;Ford Koch;0:00:17.492;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;59.267;51.585;52.965;32.421;32.421;26.846;59.267;29.280;1:28.547;22.305;1:50.852;33.389;2:24.241;19.576;2:43.817;
21;1;2;2:27.580;0;;43.940;0;50.774;0;52.866;0;146.8;5:11.397;08:35:11.397;0:43.940;0:50.774;0:52.866;;Ford Koch;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;43.940;50.774;52.866;17.866;17.866;26.074;43.940;28.628;1:12.568;22.146;1:34.714;33.423;2:08.137;19.443;2:27.580;
21;1;3;2:26.512;0;;43.492;0;50.734;0;52.286;0;147.9;7:37.909;08:37:37.909;0:43.492;0:50.734;0:52.286;;Ford Koch;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;43.492;50.734;52.286;17.672;17.672;25.820;43.492;28.628;1:12.120;22.106;1:34.226;32.897;2:07.123;19.389;2:26.512;
21;1;4;2:27.837;0;;43.501;0;51.811;0;52.525;0;146.6;10:05.746;08:40:05.746;0:43.501;0:51.811;0:52.525;;Ford Koch;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;43.501;51.811;52.525;17.665;17.665;25.836;43.501;29.626;1:13.127;22.185;1:35.312;33.074;2:08.386;19.451;2:27.837;
21;1;5;2:26.532;0;;43.851;0;50.701;0;51.980;0;147.9;12:32.278;08:42:32.278;0:43.851;0:50.701;0:51.980;;Ford Koch;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;43.851;50.701;51.980;18.023;18.023;25.828;43.851;28.651;1:12.502;22.050;1:34.552;32.646;2:07.198;19.334;2:26.532;
21;1;6;2:25.912;2;;43.267;2;50.700;2;51.945;2;148.5;14:58.190;08:44:58.190;0:43.267;0:50.700;0:51.945;;Ford Koch;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;43.267;50.700;51.945;17.548;17.548;25.719;43.267;28.554;1:11.821;22.146;1:33.967;32.654;2:06.621;19.291;2:25.912;
21;1;7;2:45.854;0;B;43.426;0;53.940;0;1:08.488;0;130.6;17:44.044;08:47:44.044;0:43.426;0:53.940;1:08.488;;Ford Koch;;Am;;Copeland Motorsports;Toyota Gazoo Racing;FF;43.426;53.940;68.488;17.585;17.585;25.841;43.426;31.063;1:14.489;22.877;1:37.366;34.540;2:11.906;33.948;2:45.854;
31;1;1;3:01.989;0;;1:14.702;0;53.082;0;54.205;0;119.1;3:01.989;08:33:01.989;1:14.702;0:53.082;0:54.205;;Jackson Tovo;0:00:28.519;Am;;Nitro Motorsports;Toyota Gazoo Racing;GF;74.702;53.082;54.205;46.111;46.111;28.591;1:14.702;29.983;1:44.685;23.099;2:07.784;34.730;2:42.514;19.475;3:01.989;
31;1;2;2:26.730;0;;43.651;0;51.020;0;52.059;0;147.7;5:28.719;08:35:28.719;0:43.651;0:51.020;0:52.059;;Jackson Tovo;;Am;;Nitro Motorsports;Toyota Gazoo Racing;GF;43.651;51.020;52.059;17.717;17.717;25.934;43.651;28.982;1:12.633;22.038;1:34.671;32.875;2:07.546;19.184;2:26.730;
31;1;3;2:26.733;0;;43.524;0;50.855;0;52.354;0;147.7;7:55.452;08:37:55.452;0:43.524;0:50.855;0:52.354;;Jackson Tovo;;Am;;Nitro Motorsports;Toyota Gazoo Racing;GF;43.524;50.855;52.354;17.481;17.481;26.043;43.524;28.877;1:12.401;21.978;1:34.379;32.863;2:07.242;19.491;2:26.733;
31;1;4;2:26.580;0;;43.455;0;50.926;0;52.199;0;147.8;10:22.032;08:40:22.032;0:43.455;0:50.926;0:52.199;;Jackson Tovo;;Am;;Nitro Motorsports;Toyota Gazoo Racing;GF;43.455;50.926;52.199;17.599;17.599;25.856;43.455;28.932;1:12.387;21.994;1:34.381;32.636;2:07.017;19.563;2:26.580;
31;1;5;2:25.815;2;;43.250;2;50.503;0;52.062;0;148.6;12:47.847;08:42:47.847;0:43.250;0:50.503;0:52.062;;Jackson Tovo;;Am;;Nitro Motorsports;Toyota Gazoo Racing;GF;43.250;50.503;52.062;17.607;17.607;25.643;43.250;28.554;1:11.804;21.949;1:33.753;32.698;2:06.451;19.364;2:25.815;
31;1;6;2:25.836;0;;43.447;0;50.494;2;51.895;2;148.6;15:13.683;08:45:13.683;0:43.447;0:50.494;0:51.895;;Jackson Tovo;;Am;;Nitro Motorsports;Toyota Gazoo Racing;FF;43.447;50.494;51.895;17.530;17.530;25.917;43.447;28.568;1:12.015;21.926;1:33.941;32.618;2:06.559;19.277;2:25.836;
41;1;1;2:45.211;0;;1:00.555;0;51.947;0;52.709;0;131.2;2:45.211;08:32:45.211;1:00.555;0:51.947;0:52.709;;Jenson Sofronas;0:00:18.379;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;60.555;51.947;52.709;33.442;33.442;27.113;1:00.555;29.673;1:30.228;22.274;1:52.502;33.151;2:25.653;19.558;2:45.211;
41;1;2;2:29.348;0;;45.216;0;52.041;0;52.091;0;145.1;5:14.559;08:35:14.559;0:45.216;0:52.041;0:52.091;;Jenson Sofronas;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;45.216;52.041;52.091;18.740;18.740;26.476;45.216;30.006;1:15.222;22.035;1:37.257;32.637;2:09.894;19.454;2:29.348;
41;1;3;2:26.054;0;;43.626;0;50.423;0;52.005;0;148.4;7:40.613;08:37:40.613;0:43.626;0:50.423;0:52.005;;Jenson Sofronas;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;43.626;50.423;52.005;17.693;17.693;25.933;43.626;28.522;1:12.148;21.901;1:34.049;32.679;2:06.728;19.326;2:26.054;
41;1;4;2:27.191;0;;44.560;0;50.522;0;52.109;0;147.2;10:07.804;08:40:07.804;0:44.560;0:50.522;0:52.109;;Jenson Sofronas;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;44.560;50.522;52.109;18.169;18.169;26.391;44.560;28.645;1:13.205;21.877;1:35.082;32.493;2:07.575;19.616;2:27.191;
41;1;5;2:29.700;0;;43.367;2;51.167;0;55.166;0;144.7;12:37.504;08:42:37.504;0:43.367;0:51.167;0:55.166;;Jenson Sofronas;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;43.367;51.167;55.166;17.544;17.544;25.823;43.367;28.847;1:12.214;22.320;1:34.534;34.956;2:09.490;20.210;2:29.700;
41;1;6;2:25.773;2;;43.613;0;50.248;2;51.912;2;148.6;15:03.277;08:45:03.277;0:43.613;0:50.248;0:51.912;;Jenson Sofronas;;Am;;Copeland Motorsports;Toyota Gazoo Racing;FF;43.613;50.248;51.912;17.737;17.737;25.876;43.613;28.248;1:11.861;22.000;1:33.861;32.457;2:06.318;19.455;2:25.773;
46;1;1;2:50.596;0;;1:05.758;0;52.258;0;52.580;0;127.0;2:50.596;08:32:50.596;1:05.758;0:52.258;0:52.580;;Lucas Weisenberg;0:00:23.913;Am;;Lucas Racing;Toyota Gazoo Racing;GF;65.758;52.258;52.580;38.894;38.894;26.864;1:05.758;29.966;1:35.724;22.292;1:58.016;33.213;2:31.229;19.367;2:50.596;
46;1;2;2:25.088;2;;43.025;0;50.596;0;51.467;2;149.3;5:15.684;08:35:15.684;0:43.025;0:50.596;0:51.467;;Lucas Weisenberg;;Am;;Lucas Racing;Toyota Gazoo Racing;GF;43.025;50.596;51.467;17.453;17.453;25.572;43.025;28.680;1:11.705;21.916;1:33.621;32.323;2:05.944;19.144;2:25.088;
46;1;3;2:25.125;0;;42.892;2;50.280;0;51.953;0;149.3;7:40.809;08:37:40.809;0:42.892;0:50.280;0:51.953;;Lucas Weisenberg;;Am;;Lucas Racing;Toyota Gazoo Racing;GF;42.892;50.280;51.953;17.344;17.344;25.548;42.892;28.442;1:11.334;21.838;1:33.172;32.566;2:05.738;19.387;2:25.125;
46;1;4;2:25.166;0;;43.232;0;50.254;0;51.680;0;149.3;10:05.975;08:40:05.975;0:43.232;0:50.254;0:51.680;;Lucas Weisenberg;;Am;;Lucas Racing;Toyota Gazoo Racing;GF;43.232;50.254;51.680;17.748;17.748;25.484;43.232;28.383;1:11.615;21.871;1:33.486;32.487;2:05.973;19.193;2:25.166;
46;1;5;2:25.937;0;;43.322;0;50.702;0;51.913;0;148.5;12:31.912;08:42:31.912;0:43.322;0:50.702;0:51.913;;Lucas Weisenberg;;Am;;Lucas Racing;Toyota Gazoo Racing;GF;43.322;50.702;51.913;17.694;17.694;25.628;43.322;28.624;1:11.946;22.078;1:34.024;32.687;2:06.711;19.226;2:25.937;
46;1;6;2:25.109;0;;42.981;0;50.371;0;51.757;0;149.3;14:57.021;08:44:57.021;0:42.981;0:50.371;0:51.757;;Lucas Weisenberg;;Am;;Lucas Racing;Toyota Gazoo Racing;GF;42.981;50.371;51.757;17.495;17.495;25.486;42.981;28.384;1:11.365;21.987;1:33.352;32.537;2:05.889;19.220;2:25.109;
46;1;7;2:25.345;0;;43.030;0;50.208;2;52.107;0;149.1;17:22.366;08:47:22.366;0:43.030;0:50.208;0:52.107;;Lucas Weisenberg;;Am;;Lucas Racing;Toyota Gazoo Racing;FF;43.030;50.208;52.107;17.460;17.460;25.570;43.030;28.300;1:11.330;21.908;1:33.238;32.417;2:05.655;19.690;2:25.345;
47;1;1;2:53.770;0;;1:07.802;0;52.372;0;53.596;0;124.7;2:53.770;08:32:53.770;1:07.802;0:52.372;0:53.596;;Ayden Kirk;0:00:25.878;Am;;TechSport;Toyota Gazoo Racing;GF;67.802;52.372;53.596;40.720;40.720;27.082;1:07.802;30.015;1:37.817;22.357;2:00.174;33.655;2:33.829;19.941;2:53.770;
47;1;2;2:26.607;0;;43.968;0;50.526;2;52.113;0;147.8;5:20.377;08:35:20.377;0:43.968;0:50.526;0:52.113;;Ayden Kirk;;Am;;TechSport;Toyota Gazoo Racing;GF;43.968;50.526;52.113;17.725;17.725;26.243;43.968;28.621;1:12.589;21.905;1:34.494;32.671;2:07.165;19.442;2:26.607;
47;1;3;2:25.869;2;;43.366;2;50.603;0;51.900;0;148.5;7:46.246;08:37:46.246;0:43.366;0:50.603;0:51.900;;Ayden Kirk;;Am;;TechSport;Toyota Gazoo Racing;GF;43.366;50.603;51.900;17.541;17.541;25.825;43.366;28.748;1:12.114;21.855;1:33.969;32.563;2:06.532;19.337;2:25.869;
47;1;4;2:31.739;0;;44.153;0;55.618;0;51.968;0;142.8;10:17.985;08:40:17.985;0:44.153;0:55.618;0:51.968;;Ayden Kirk;;Am;;TechSport;Toyota Gazoo Racing;GF;44.153;55.618;51.968;17.797;17.797;26.356;44.153;33.260;1:17.413;22.358;1:39.771;32.577;2:12.348;19.391;2:31.739;
