NUMBER; DRIVER_NUMBER; LAP_NUMBER; LAP_TIME; LAP_IMPROVEMENT; CROSSING_FINISH_LINE_IN_PIT; S1; S1_IMPROVEMENT; S2; S2_IMPROVEMENT; S3; S3_IMPROVEMENT; KPH; ELAPSED; HOUR;S1_LARGE;S2_LARGE;S3_LARGE;TOP_SPEED;DRIVER_NAME;PIT_TIME;CLASS;GROUP;TEAM;MANUFACTURER;FLAG_AT_FL;S1_SECONDS;S2_SECONDS;S3_SECONDS;IM1a_time;IM1a_elapsed;IM1_time;IM1_elapsed;IM2a_time;IM2a_elapsed;IM2_time;IM2_elapsed;IM3a_time;IM3a_elapsed;FL_time;FL_elapsed;
11;1;5;2:42.996;0;B;33.185;0;1:00.015;0;1:09.796;0;120.9;13:03.027;09:43:03.027;0:33.185;1:00.015;1:09.796;187.5;Farran Davis;;Am;Legends;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;GF;33.185;60.015;69.796;20.677;20.677;12.508;33.185;22.782;55.967;37.233;1:33.200;30.422;2:03.622;39.374;2:42.996;
11;1;6;3:17.484;0;B;1:03.687;0;1:00.996;0;1:12.801;0;99.7;16:20.511;09:46:20.511;1:03.687;1:00.996;1:12.801;196.4;Farran Davis;0:00:38.939;Am;Legends;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;FF;63.687;60.996;72.801;50.121;50.121;13.566;1:03.687;24.390;1:28.077;36.606;2:04.683;30.233;2:34.916;42.568;3:17.484;
113;1;1;3:11.906;0;;58.428;0;1:04.376;0;1:09.102;0;102.6;3:11.906;09:33:11.906;0:58.428;1:04.376;1:09.102;127.1;Ethan Tovo;0:00:29.391;Am;;Nitro Motorsports;Toyota Gazoo Racing;GF;58.428;64.376;69.102;45.632;45.632;12.796;58.428;22.843;1:21.271;41.533;2:02.804;36.706;2:39.510;32.396;3:11.906;
113;1;2;2:31.163;0;;32.404;0;58.610;0;1:00.149;0;130.3;5:43.069;09:35:43.069;0:32.404;0:58.610;1:00.149;200.0;Ethan Tovo;;Am;;Nitro Motorsports;Toyota Gazoo Racing;GF;32.404;58.610;60.149;20.162;20.162;12.242;32.404;22.326;54.730;36.284;1:31.014;28.736;1:59.750;31.413;2:31.163;
113;1;3;2:29.858;2;;32.532;0;57.723;0;59.603;0;131.4;8:12.927;09:38:12.927;0:32.532;0:57.723;0:59.603;203.0;Ethan Tovo;;Am;;Nitro Motorsports;Toyota Gazoo Racing;GF;32.532;57.723;59.603;20.233;20.233;12.299;32.532;22.439;54.971;35.284;1:30.255;28.684;1:58.939;30.919;2:29.858;
113;1;4;2:35.402;0;B;32.397;2;57.822;0;1:05.183;0;126.8;10:48.329;09:40:48.329;0:32.397;0:57.822;1:05.183;203.0;Ethan Tovo;;Am;;Nitro Motorsports;Toyota Gazoo Racing;GF;32.397;57.822;65.183;20.111;20.111;12.286;32.397;22.511;54.908;35.311;1:30.219;28.696;1:58.915;36.487;2:35.402;
113;1;5;3:00.188;0;;56.648;0;1:00.583;0;1:02.957;0;109.3;13:48.517;09:43:48.517;0:56.648;1:00.583;1:02.957;139.5;Ethan Tovo;0:00:37.571;Am;;Nitro Motorsports;Toyota Gazoo Racing;GF;56.648;60.583;62.957;44.349;44.349;12.299;56.648;22.200;1:18.848;38.383;1:57.231;32.381;2:29.612;30.576;3:00.188;
113;1;6;2:29.276;0;;32.557;0;57.491;2;59.228;2;132.0;16:17.793;09:46:17.793;0:32.557;0:57.491;0:59.228;202.2;Ethan Tovo;;Am;;Nitro Motorsports;Toyota Gazoo Racing;FF;32.557;57.491;59.228;20.317;20.317;12.240;32.557;22.096;54.653;35.395;1:30.048;28.559;1:58.607;30.669;2:29.276;
13;1;1;2:38.370;0;;39.727;0;59.667;0;58.976;0;124.4;2:38.370;09:32:38.370;0:39.727;0:59.667;0:58.976;191.5;Westin Workman;0:00:10.105;Am;;BSI Racing;Toyota Gazoo Racing;GF;39.727;59.667;58.976;26.347;26.347;13.380;39.727;23.838;1:03.565;35.829;1:39.394;28.529;2:07.923;30.447;2:38.370;
13;1;2;2:27.885;0;;32.531;0;56.798;0;58.556;2;133.2;5:06.255;09:35:06.255;0:32.531;0:56.798;0:58.556;203.0;Westin Workman;;Am;;BSI Racing;Toyota Gazoo Racing;GF;32.531;56.798;58.556;20.246;20.246;12.285;32.531;21.879;54.410;34.919;1:29.329;28.303;1:57.632;30.253;2:27.885;
13;1;3;2:27.845;0;;32.267;2;56.580;0;58.998;0;133.2;7:34.100;09:37:34.100;0:32.267;0:56.580;0:58.998;206.1;Westin Workman;;Am;;BSI Racing;Toyota Gazoo Racing;GF;32.267;56.580;58.998;20.060;20.060;12.207;32.267;21.831;54.098;34.749;1:28.847;28.305;1:57.152;30.693;2:27.845;
13;1;4;2:31.535;0;;35.002;0;56.536;2;59.997;0;130.0;10:05.635;09:40:05.635;0:35.002;0:56.536;0:59.997;204.5;Westin Workman;;Am;;BSI Racing;Toyota Gazoo Racing;GF;35.002;56.536;59.997;22.602;22.602;12.400;35.002;21.767;56.769;34.769;1:31.538;29.322;2:00.860;30.675;2:31.535;
13;1;5;2:27.781;2;;32.267;0;56.791;0;58.723;0;133.3;12:33.416;09:42:33.416;0:32.267;0:56.791;0:58.723;205.3;Westin Workman;;Am;;BSI Racing;Toyota Gazoo Racing;GF;32.267;56.791;58.723;20.110;20.110;12.157;32.267;21.923;54.190;34.868;1:29.058;28.069;1:57.127;30.654;2:27.781;
13;1;6;2:29.576;0;;33.010;0;56.958;0;59.608;0;131.7;15:02.992;09:45:02.992;0:33.010;0:56.958;0:59.608;205.3;Westin Workman;;Am;;BSI Racing;Toyota Gazoo Racing;FF;33.010;56.958;59.608;20.662;20.662;12.348;33.010;22.106;55.116;34.852;1:29.968;28.699;1:58.667;30.909;2:29.576;
14;1;1;3:13.369;0;;52.443;0;1:06.977;0;1:13.949;0;101.9;3:13.369;09:33:13.369;0:52.443;1:06.977;1:13.949;134.7;Alex Garcia;0:00:21.734;Am;;Skip Barber Racing;Toyota Gazoo Racing;GF;52.443;66.977;73.949;38.689;38.689;13.754;52.443;25.614;1:18.057;41.363;1:59.420;36.517;2:35.937;37.432;3:13.369;
14;1;2;2:30.117;0;;32.737;0;57.441;2;59.939;0;131.2;5:43.486;09:35:43.486;0:32.737;0:57.441;0:59.939;202.2;Alex Garcia;;Am;;Skip Barber Racing;Toyota Gazoo Racing;GF;32.737;57.441;59.939;20.464;20.464;12.273;32.737;21.981;54.718;35.460;1:30.178;29.057;1:59.235;30.882;2:30.117;
14;1;3;2:29.844;0;;32.499;0;57.710;0;59.635;0;131.5;8:13.330;09:38:13.330;0:32.499;0:57.710;0:59.635;203.0;Alex Garcia;;Am;;Skip Barber Racing;Toyota Gazoo Racing;GF;32.499;57.710;59.635;20.246;20.246;12.253;32.499;22.334;54.833;35.376;1:30.209;28.803;1:59.012;30.832;2:29.844;
14;1;4;2:29.653;2;;32.386;2;57.782;0;59.485;0;131.6;10:42.983;09:40:42.983;0:32.386;0:57.782;0:59.485;205.3;Alex Garcia;;Am;;Skip Barber Racing;Toyota Gazoo Racing;GF;32.386;57.782;59.485;20.128;20.128;12.258;32.386;22.331;54.717;35.451;1:30.168;28.832;1:59.000;30.653;2:29.653;
14;1;5;2:30.071;0;;32.455;0;58.311;0;59.305;2;131.3;13:13.054;09:43:13.054;0:32.455;0:58.311;0:59.305;200.7;Alex Garcia;;Am;;Skip Barber Racing;Toyota Gazoo Racing;GF;32.455;58.311;59.305;20.209;20.209;12.246;32.455;22.621;55.076;35.690;1:30.766;28.678;1:59.444;30.627;2:30.071;
14;1;6;2:49.677;0;B;32.464;0;1:05.961;0;1:11.252;0;116.1;16:02.731;09:46:02.731;0:32.464;1:05.961;1:11.252;164.1;Alex Garcia;;Am;;Skip Barber Racing;Toyota Gazoo Racing;FF;32.464;65.961;71.252;20.200;20.200;12.264;32.464;23.757;56.221;42.204;1:38.425;31.882;2:10.307;39.370;2:49.677;
15;1;1;2:43.775;0;;44.491;0;59.031;0;1:00.253;0;120.3;2:43.775;09:32:43.775;0:44.491;0:59.031;1:00.253;200.0;Brett Kowalski;0:00:15.164;Am;;TechSport;Toyota Gazoo Racing;GF;44.491;59.031;60.253;31.582;31.582;12.909;44.491;23.198;1:07.689;35.833;1:43.522;29.044;2:12.566;31.209;2:43.775;
15;1;2;2:28.843;2;;32.373;0;57.320;0;59.150;2;132.3;5:12.618;09:35:12.618;0:32.373;0:57.320;0:59.150;201.5;Brett Kowalski;;Am;;TechSport;Toyota Gazoo Racing;GF;32.373;57.320;59.150;20.155;20.155;12.218;32.373;22.211;54.584;35.109;1:29.693;28.562;1:58.255;30.588;2:28.843;
15;1;3;2:29.054;0;;32.556;0;57.230;0;59.268;0;132.2;7:41.672;09:37:41.672;0:32.556;0:57.230;0:59.268;202.2;Brett Kowalski;;Am;;TechSport;Toyota Gazoo Racing;GF;32.556;57.230;59.268;20.323;20.323;12.233;32.556;22.112;54.668;35.118;1:29.786;28.381;1:58.167;30.887;2:29.054;
15;1;4;2:30.197;0;;32.209;2;57.137;2;1:00.851;0;131.1;10:11.869;09:40:11.869;0:32.209;0:57.137;1:00.851;203.0;Brett Kowalski;;Am;;TechSport;Toyota Gazoo Racing;GF;32.209;57.137;60.851;20.119;20.119;12.090;32.209;22.195;54.404;34.942;1:29.346;28.508;1:57.854;32.343;2:30.197;
15;1;5;2:35.251;0;B;32.479;0;57.433;0;1:05.339;0;126.9;12:47.120;09:42:47.120;0:32.479;0:57.433;1:05.339;204.5;Brett Kowalski;;Am;;TechSport;Toyota Gazoo Racing;GF;32.479;57.433;65.339;20.284;20.284;12.195;32.479;22.369;54.848;35.064;1:29.912;29.825;1:59.737;35.514;2:35.251;
15;1;6;2:59.931;0;B;56.543;0;57.643;0;1:05.745;0;109.5;15:47.051;09:45:47.051;0:56.543;0:57.643;1:05.745;201.5;Brett Kowalski;0:00:37.616;Am;;TechSport;Toyota Gazoo Racing;FF;56.543;57.643;65.745;44.203;44.203;12.340;56.543;22.312;1:18.855;35.331;1:54.186;28.737;2:22.923;37.008;2:59.931;
16;1;1;3:56.763;0;;1:42.498;0;1:12.441;0;1:01.824;0;83.2;3:56.763;09:33:56.763;1:42.498;1:12.441;1:01.824;144.0;John Dean;0:01:05.486;Am;Legends;Copeland Motorsports;Toyota Gazoo Racing;GF;102.498;72.441;61.824;1:23.142;1:23.142;19.356;1:42.498;27.974;2:10.472;44.467;2:54.939;30.865;3:25.804;30.959;3:56.763;
16;1;2;2:28.432;0;;32.621;0;56.915;0;58.896;2;132.7;6:25.195;09:36:25.195;0:32.621;0:56.915;0:58.896;203.0;John Dean;;Am;Legends;Copeland Motorsports;Toyota Gazoo Racing;GF;32.621;56.915;58.896;20.382;20.382;12.239;32.621;21.741;54.362;35.174;1:29.536;28.352;1:57.888;30.544;2:28.432;
16;1;3;2:34.152;0;;32.392;0;56.976;0;1:04.784;0;127.8;8:59.347;09:38:59.347;0:32.392;0:56.976;1:04.784;202.2;John Dean;;Am;Legends;Copeland Motorsports;Toyota Gazoo Racing;GF;32.392;56.976;64.784;20.119;20.119;12.273;32.392;21.853;54.245;35.123;1:29.368;29.531;1:58.899;35.253;2:34.152;
16;1;4;2:27.850;2;;32.253;0;56.646;2;58.951;0;133.2;11:27.197;09:41:27.197;0:32.253;0:56.646;0:58.951;203.8;John Dean;;Am;Legends;Copeland Motorsports;Toyota Gazoo Racing;GF;32.253;56.646;58.951;20.138;20.138;12.115;32.253;21.620;53.873;35.026;1:28.899;28.586;1:57.485;30.365;2:27.850;
16;1;5;2:29.098;0;;32.631;0;56.943;0;59.524;0;132.1;13:56.295;09:43:56.295;0:32.631;0:56.943;0:59.524;206.1;John Dean;;Am;Legends;Copeland Motorsports;Toyota Gazoo Racing;GF;32.631;56.943;59.524;20.234;20.234;12.397;32.631;21.830;54.461;35.113;1:29.574;28.934;1:58.508;30.590;2:29.098;
16;1;6;2:57.863;0;B;32.203;2;1:02.026;0;1:23.634;0;110.7;16:54.158;09:46:54.158;0:32.203;1:02.026;1:23.634;125.3;John Dean;;Am;Legends;Copeland Motorsports;Toyota Gazoo Racing;FF;32.203;62.026;83.634;20.026;20.026;12.177;32.203;22.670;54.873;39.356;1:34.229;32.535;2:06.764;51.099;2:57.863;
18;1;1;3:20.915;0;;1:09.224;0;1:06.312;0;1:05.379;0;98.0;3:20.915;09:33:20.915;1:09.224;1:06.312;1:05.379;166.7;Rutledge Wood;0:00:35.702;Am;Legends;Precision Racing LA;Toyota Gazoo Racing;GF;69.224;66.312;65.379;53.769;53.769;15.455;1:09.224;26.584;1:35.808;39.728;2:15.536;31.961;2:47.497;33.418;3:20.915;
18;1;2;2:38.139;0;;34.317;0;1:00.527;0;1:03.295;0;124.6;5:59.054;09:35:59.054;0:34.317;1:00.527;1:03.295;195.7;Rutledge Wood;;Am;Legends;Precision Racing LA;Toyota Gazoo Racing;GF;34.317;60.527;63.295;21.221;21.221;13.096;34.317;24.248;58.565;36.279;1:34.844;31.194;2:06.038;32.101;2:38.139;
18;1;3;2:33.988;0;;33.868;0;58.729;2;1:01.391;0;127.9;8:33.042;09:38:33.042;0:33.868;0:58.729;1:01.391;195.7;Rutledge Wood;;Am;Legends;Precision Racing LA;Toyota Gazoo Racing;GF;33.868;58.729;61.391;21.183;21.183;12.685;33.868;22.593;56.461;36.136;1:32.597;29.699;2:02.296;31.692;2:33.988;
18;1;4;2:33.672;0;;33.603;0;59.416;0;1:00.653;0;128.2;11:06.714;09:41:06.714;0:33.603;0:59.416;1:00.653;196.4;Rutledge Wood;;Am;Legends;Precision Racing LA;Toyota Gazoo Racing;GF;33.603;59.416;60.653;20.912;20.912;12.691;33.603;22.929;56.532;36.487;1:33.019;29.458;2:02.477;31.195;2:33.672;
18;1;5;2:32.739;2;;33.146;2;59.130;0;1:00.463;2;129.0;13:39.453;09:43:39.453;0:33.146;0:59.130;1:00.463;197.8;Rutledge Wood;;Am;Legends;Precision Racing LA;Toyota Gazoo Racing;GF;33.146;59.130;60.463;20.724;20.724;12.422;33.146;23.042;56.188;36.088;1:32.276;29.116;2:01.392;31.347;2:32.739;
18;1;6;2:33.258;0;;33.474;0;59.195;0;1:00.589;0;128.5;16:12.711;09:46:12.711;0:33.474;0:59.195;1:00.589;196.4;Rutledge Wood;;Am;Legends;Precision Racing LA;Toyota Gazoo Racing;FF;33.474;59.195;60.589;20.931;20.931;12.543;33.474;23.146;56.620;36.049;1:32.669;29.136;2:01.805;31.453;2:33.258;
2;1;1;2:35.558;0;;36.860;0;58.650;0;1:00.048;0;126.6;2:35.558;09:32:35.558;0:36.860;0:58.650;1:00.048;195.7;Will Robusto;0:00:07.346;Am;;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;GF;36.860;58.650;60.048;23.804;23.804;13.056;36.860;22.734;59.594;35.916;1:35.510;28.894;2:04.404;31.154;2:35.558;
2;1;2;2:29.793;0;;32.897;0;57.694;0;59.202;0;131.5;5:05.351;09:35:05.351;0:32.897;0:57.694;0:59.202;164.1;Will Robusto;;Am;;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;GF;32.897;57.694;59.202;20.529;20.529;12.368;32.897;22.086;54.983;35.608;1:30.591;28.612;1:59.203;30.590;2:29.793;
2;1;3;2:28.505;0;;32.402;0;57.015;0;59.088;0;132.6;7:33.856;09:37:33.856;0:32.402;0:57.015;0:59.088;203.8;Will Robusto;;Am;;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;GF;32.402;57.015;59.088;20.118;20.118;12.284;32.402;22.078;54.480;34.937;1:29.417;28.439;1:57.856;30.649;2:28.505;
2;1;4;2:30.519;0;;32.623;0;57.814;0;1:00.082;0;130.9;10:04.375;09:40:04.375;0:32.623;0:57.814;1:00.082;175.3;Will Robusto;;Am;;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;GF;32.623;57.814;60.082;20.426;20.426;12.197;32.623;22.175;54.798;35.639;1:30.437;29.664;2:00.101;30.418;2:30.519;
2;1;5;2:27.758;2;;32.136;2;56.709;2;58.913;2;133.3;12:32.133;09:42:32.133;0:32.136;0:56.709;0:58.913;203.8;Will Robusto;;Am;;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;GF;32.136;56.709;58.913;19.975;19.975;12.161;32.136;21.901;54.037;34.808;1:28.845;28.156;1:57.001;30.757;2:27.758;
2;1;6;2:28.996;0;;32.528;0;57.347;0;59.121;0;132.2;15:01.129;09:45:01.129;0:32.528;0:57.347;0:59.121;177.6;Will Robusto;;Am;;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;FF;32.528;57.347;59.121;20.352;20.352;12.176;32.528;21.852;54.380;35.495;1:29.875;28.609;1:58.484;30.512;2:28.996;
21;1;1;4:00.684;0;;1:45.554;0;1:12.140;0;1:02.990;0;81.8;4:00.684;09:34:00.684;1:45.554;1:12.140;1:02.990;137.8;Ford Koch;0:01:10.829;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;105.554;72.140;62.990;1:27.214;1:27.214;18.340;1:45.554;28.073;2:13.627;44.067;2:57.694;31.464;3:29.158;31.526;4:00.684;
21;1;2;2:27.710;2;;32.423;0;56.417;2;58.870;2;133.4;6:28.394;09:36:28.394;0:32.423;0:56.417;0:58.870;203.8;Ford Koch;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;32.423;56.417;58.870;20.115;20.115;12.308;32.423;21.410;53.833;35.007;1:28.840;28.429;1:57.269;30.441;2:27.710;
21;1;3;2:29.199;0;;32.545;0;56.495;0;1:00.159;0;132.0;8:57.593;09:38:57.593;0:32.545;0:56.495;1:00.159;203.0;Ford Koch;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;32.545;56.495;60.159;20.275;20.275;12.270;32.545;21.692;54.237;34.803;1:29.040;28.626;1:57.666;31.533;2:29.199;
21;1;4;2:32.742;0;;32.350;2;1:00.658;0;59.734;0;129.0;11:30.335;09:41:30.335;0:32.350;1:00.658;0:59.734;201.5;Ford Koch;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;32.350;60.658;59.734;20.100;20.100;12.250;32.350;22.392;54.742;38.266;1:33.008;28.913;2:01.921;30.821;2:32.742;
21;1;5;2:28.398;0;;32.412;0;56.952;0;59.034;0;132.7;13:58.733;09:43:58.733;0:32.412;0:56.952;0:59.034;202.2;Ford Koch;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;32.412;56.952;59.034;20.116;20.116;12.296;32.412;21.896;54.308;35.056;1:29.364;28.502;1:57.866;30.532;2:28.398;
21;1;6;2:38.895;0;B;32.407;0;56.990;0;1:09.498;0;124.0;16:37.628;09:46:37.628;0:32.407;0:56.990;1:09.498;202.2;Ford Koch;;Am;;Copeland Motorsports;Toyota Gazoo Racing;FF;32.407;56.990;69.498;20.129;20.129;12.278;32.407;21.985;54.392;35.005;1:29.397;28.728;1:58.125;40.770;2:38.895;
3;1;1;2:56.551;0;;49.428;0;1:05.301;0;1:01.822;0;111.6;2:56.551;09:32:56.551;0:49.428;1:05.301;1:01.822;170.9;Jason Kos;0:00:18.533;Am;Legends ;Eagles Canyon Racing Powered by Fast Track;Toyota Gazoo Racing;GF;49.428;65.301;61.822;35.840;35.840;13.588;49.428;24.127;1:13.555;41.174;1:54.729;30.620;2:25.349;31.202;2:56.551;
3;1;2;2:30.388;0;;32.792;0;57.662;0;59.934;0;131.0;5:26.939;09:35:26.939;0:32.792;0:57.662;0:59.934;199.3;Jason Kos;;Am;Legends ;Eagles Canyon Racing Powered by Fast Track;Toyota Gazoo Racing;GF;32.792;57.662;59.934;20.522;20.522;12.270;32.792;22.258;55.050;35.404;1:30.454;29.046;1:59.500;30.888;2:30.388;
3;1;3;2:29.826;2;;32.788;2;57.455;2;59.583;2;131.5;7:56.765;09:37:56.765;0:32.788;0:57.455;0:59.583;199.3;Jason Kos;;Am;Legends ;Eagles Canyon Racing Powered by Fast Track;Toyota Gazoo Racing;GF;32.788;57.455;59.583;20.549;20.549;12.239;32.788;22.129;54.917;35.326;1:30.243;28.672;1:58.915;30.911;2:29.826;
3;1;4;2:30.245;0;;32.849;0;57.467;0;59.929;0;131.1;10:27.010;09:40:27.010;0:32.849;0:57.467;0:59.929;199.3;Jason Kos;;Am;Legends ;Eagles Canyon Racing Powered by Fast Track;Toyota Gazoo Racing;GF;32.849;57.467;59.929;20.612;20.612;12.237;32.849;22.076;54.925;35.391;1:30.316;29.045;1:59.361;30.884;2:30.245;
3;1;5;2:31.571;0;;32.903;0;58.275;0;1:00.393;0;130.0;12:58.581;09:42:58.581;0:32.903;0:58.275;1:00.393;199.3;Jason Kos;;Am;Legends ;Eagles Canyon Racing Powered by Fast Track;Toyota Gazoo Racing;GF;32.903;58.275;60.393;20.693;20.693;12.210;32.903;22.685;55.588;35.590;1:31.178;29.383;2:00.561;31.010;2:31.571;
3;1;6;2:38.222;0;B;32.853;0;57.811;0;1:07.558;0;124.5;15:36.803;09:45:36.803;0:32.853;0:57.811;1:07.558;200.7;Jason Kos;;Am;Legends ;Eagles Canyon Racing Powered by Fast Track;Toyota Gazoo Racing;FF;32.853;57.811;67.558;20.605;20.605;12.248;32.853;22.414;55.267;35.397;1:30.664;29.060;1:59.724;38.498;2:38.222;
31;1;1;3:11.207;0;;56.780;0;1:09.019;0;1:05.408;0;103.0;3:11.207;09:33:11.207;0:56.780;1:09.019;1:05.408;126.5;Jackson Tovo;0:00:27.298;Am;;Nitro Motorsports;Toyota Gazoo Racing;GF;56.780;69.019;65.408;43.726;43.726;13.054;56.780;23.912;1:20.692;45.107;2:05.799;33.457;2:39.256;31.951;3:11.207;
31;1;2;2:30.820;0;;32.663;0;58.058;0;1:00.099;0;130.6;5:42.027;09:35:42.027;0:32.663;0:58.058;1:00.099;199.3;Jackson Tovo;;Am;;Nitro Motorsports;Toyota Gazoo Racing;GF;32.663;58.058;60.099;20.299;20.299;12.364;32.663;22.166;54.829;35.892;1:30.721;29.457;2:00.178;30.642;2:30.820;
31;1;3;2:30.098;0;;32.551;2;57.504;0;1:00.043;0;131.2;8:12.125;09:38:12.125;0:32.551;0:57.504;1:00.043;200.0;Jackson Tovo;;Am;;Nitro Motorsports;Toyota Gazoo Racing;GF;32.551;57.504;60.043;20.190;20.190;12.361;32.551;21.987;54.538;35.517;1:30.055;28.586;1:58.641;31.457;2:30.098;
31;1;4;2:28.921;0;;32.761;0;56.897;2;59.263;0;132.3;10:41.046;09:40:41.046;0:32.761;0:56.897;0:59.263;201.5;Jackson Tovo;;Am;;Nitro Motorsports;Toyota Gazoo Racing;GF;32.761;56.897;59.263;20.383;20.383;12.378;32.761;21.856;54.617;35.041;1:29.658;28.609;1:58.267;30.654;2:28.921;
31;1;5;2:28.498;2;;32.634;0;56.933;0;58.931;0;132.7;13:09.544;09:43:09.544;0:32.634;0:56.933;0:58.931;200.7;Jackson Tovo;;Am;;Nitro Motorsports;Toyota Gazoo Racing;GF;32.634;56.933;58.931;20.244;20.244;12.390;32.634;21.789;54.423;35.144;1:29.567;28.530;1:58.097;30.401;2:28.498;
